classlabel,Height_mean,Height_std,Height_min,Height_max,Height_median,Height_range,Height_rate_mean,Height_rate_std,Resultant_acceleration_mean,Resultant_acceleration_std,Resultant_acceleration_min,Resultant_acceleration_max,Resultant_acceleration_median,Resultant_acceleration_range,Resultant_acceleration_rate_mean,Resultant_acceleration_rate_std,Resultant_velocity_mean,Resultant_velocity_std,Resultant_velocity_min,Resultant_velocity_max,Resultant_velocity_median,Resultant_velocity_range,Resultant_velocity_rate_mean,Resultant_velocity_rate_std,AGC_mean,AGC_std,AGC_min,AGC_max,AGC_median,AGC_range,AGC_rate_mean,AGC_rate_std
1,2234.991,51.359698801686875,2149.67,2323.44,2234.86,173.76999999999998,3.5463265306122445,0.8934493895823659,0.17128,0.035036575175093815,0.097,0.24,0.1765,0.143,0.0018775510204081633,0.03051171247380474,383.5098,9.579848535337081,368.02,399.91,383.52,31.890000000000043,0.6508163265306132,0.19788511132590458,48.3,1.676305461424021,46,51,48.0,5,0.02040816326530612,2.5029761543652618
1,2321.2394,47.97453997319828,2236.76,2402.32,2324.585,165.55999999999995,3.3787755102040804,0.7675128999861818,0.21534000000000003,0.03514575934590118,0.152,0.281,0.2115,0.12900000000000003,0.002061224489795919,0.031763416360788214,399.47540000000004,8.925523449075687,383.96,414.41,400.18,30.450000000000045,0.6214285714285723,0.22259141667078863,48.16,1.6414627622946552,46,51,48.0,5,-0.02040816326530612,2.272190311790495
1,2408.5721999999996,52.5280762369992,2325.73,2502.68,2404.375,176.94999999999982,3.6112244897959145,0.8543254473633066,0.24828,0.026980022238686167,0.186,0.295,0.2515,0.10899999999999999,0.0009795918367346943,0.030371502349002155,414.195,8.269557243286974,400.45,428.83,414.58000000000004,28.379999999999995,0.5791836734693877,0.22356879719759754,48.24,1.6680527569594432,46,51,48.0,5,-0.02040816326530612,2.403142465804674
1,2505.4757999999997,58.640408084869286,2406.43,2607.49,2504.975,201.05999999999995,4.103265306122448,0.81158546711296,0.25675999999999993,0.021616253144335622,0.226,0.301,0.254,0.07499999999999998,-0.0004897959183673463,0.027731307327293446,429.2583999999999,9.039971539778207,414.75,444.17,429.275,29.420000000000016,0.6004081632653064,0.22536101815706797,48.48,1.7577258034175864,46,51,49.0,5,0.10204081632653061,2.468122462142012
1,2610.711,62.26693139219244,2507.27,2720.95,2609.885,213.67999999999984,4.360816326530609,0.9194959505069965,0.25304000000000004,0.023571983370094255,0.197,0.301,0.258,0.10399999999999998,0.000510204081632653,0.02882326331492699,445.7108,9.696086600273329,429.72,462.22,444.655,32.5,0.6632653061224489,0.2484760716529709,48.38,1.9171854370404546,46,51,48.0,5,0.10204081632653061,2.6205225990652283
1,2721.6388,65.26419265232656,2612.28,2835.87,2722.585,223.5899999999997,4.56306122448979,0.9448619466845024,0.22754000000000002,0.03480069539535094,0.153,0.289,0.225,0.13599999999999998,-0.001408163265306122,0.03462387896503784,462.6238000000001,9.768902269958483,445.14,478.04,462.725,32.900000000000034,0.6714285714285722,0.24398059474524786,48.56,1.961224107541002,46,51,48.0,5,-0.02040816326530612,2.6839644445344644
1,2838.9487999999997,69.93245694639938,2724.22,2963.68,2837.6099999999997,239.46000000000004,4.886938775510205,0.8591790198138582,0.18352000000000002,0.03139696800648114,0.109,0.258,0.1865,0.14900000000000002,-0.0003469387755102041,0.03447184655504574,478.94759999999997,9.12584233043723,463.23,494.66,478.37,31.430000000000007,0.6414285714285716,0.2339980812759286,48.42,1.887749983445901,46,51,48.0,5,-0.02040816326530612,2.630199774505905
1,2966.5637999999994,76.88316809003125,2839.35,3097.61,2966.895,258.2600000000002,5.270612244897964,0.8148704871759603,0.13828,0.03429754510165414,0.078,0.199,0.134,0.12100000000000001,-0.0013061224489795918,0.0308519863956348,495.01160000000004,9.440133126179948,478.7,511.06,494.885,32.360000000000014,0.6604081632653064,0.21742424609620417,48.52,1.8247191564731269,46,51,48.0,5,0.10204081632653061,2.6437828337069242
1,3097.4654000000005,73.72251146590166,2970.11,3221.02,3100.13,250.90999999999985,5.1206122448979565,0.8281708592403487,0.10876,0.024401278655021338,0.071,0.174,0.1055,0.103,-0.0008163265306122445,0.029968468783030944,511.0518,9.128054708425012,495.11,526.03,511.275,30.91999999999996,0.6310204081632644,0.22118645655440655,48.32,1.8269099594670777,46,51,48.0,5,0.04081632653061224,2.498646030687864
1,3223.3349999999996,71.26379690277525,3102.65,3341.56,3223.705,238.90999999999985,4.875714285714283,0.8670969627770171,0.10282,0.023653912995527823,0.069,0.15,0.095,0.08099999999999999,0.0011632653061224491,0.03313876017705656,526.6416000000002,9.006040275281917,511.49,541.97,526.38,30.480000000000018,0.622040816326531,0.21883718290030202,48.1,1.6643316977093237,46,51,48.0,5,0.0,2.3647064796066926
1,3344.8837999999996,68.67816651280086,3226.39,3460.8,3344.625,234.4100000000003,4.783877551020415,0.8762718251415014,0.12108,0.03173568338637125,0.069,0.184,0.122,0.11499999999999999,0.001775510204081632,0.033342542112676565,542.8947999999999,9.8765061109686,526.73,560.57,542.3,33.84000000000003,0.6906122448979598,0.21743784627548615,48.38,1.5606408939919525,46,51,48.0,5,-0.04081632653061224,2.5631548136851032
1,3459.9116000000004,64.07971630274278,3347.69,3566.79,3462.54,219.0999999999999,4.47142857142857,0.8688228019708727,0.15532,0.02780103595192093,0.095,0.214,0.156,0.119,0.0013673469387755102,0.029447770351514763,560.5025999999999,10.522465264376027,542.63,577.79,560.9000000000001,35.15999999999997,0.7175510204081627,0.22915577637472512,48.36,1.533101431738944,46,51,48.0,5,-0.10204081632653061,2.392547084041281
1,3566.1589999999997,58.783388648494906,3464.28,3663.93,3568.1800000000003,199.64999999999964,4.07448979591836,0.8534493307162392,0.19678,0.03521209451310728,0.132,0.273,0.1965,0.14100000000000001,0.0021224489795918363,0.02804925162016767,577.2565999999999,9.04114829211423,561.23,592.85,578.06,31.620000000000005,0.6453061224489797,0.24321907518520244,48.76,1.5564061166674976,46,51,49.0,5,-0.08163265306122448,2.088224855883508
1,3668.062800000001,59.303990322405795,3569.57,3768.89,3666.41,199.3199999999997,4.0677551020408105,0.8765010804936954,0.24192,0.02922385327091552,0.175,0.295,0.245,0.12,0.0017346938775510208,0.02738372487759098,593.4516,9.662701767104263,578.33,609.56,593.185,31.229999999999905,0.6373469387755083,0.23529205048458235,48.5,1.746424919657298,46,51,49.0,5,-0.08163265306122448,2.202380295747545
1,3765.1384,53.75794844895035,3668.89,3853.03,3769.975,184.14000000000033,3.757959183673476,1.0407669456072985,0.2623,0.021997499857938394,0.218,0.295,0.264,0.07699999999999999,0.00044897959183673507,0.029761680076897255,610.4764,9.753638041264407,593.52,627.09,609.835,33.57000000000005,0.6851020408163275,0.22160934969758433,48.1,1.8248287590894658,46,51,48.0,5,-0.061224489795918366,2.419378932493231
1,3853.5048000000006,48.284741202164504,3771.06,3931.61,3854.84,160.55000000000018,3.2765306122449016,0.9018542147005233,0.25406,0.02429848554951522,0.208,0.296,0.2525,0.088,-0.00016326530612244912,0.029849518465179328,627.3899999999999,9.729722914862474,610.11,644.21,627.355,34.10000000000002,0.6959183673469392,0.22198472430757524,48.32,1.8486752013266148,46,51,48.0,5,-0.04081632653061224,2.498646030687864
1,3937.8786,48.335132688759636,3856.65,4023.85,3934.11,167.19999999999982,3.41224489795918,0.9841297104364604,0.23471999999999998,0.02341455957305198,0.186,0.296,0.2345,0.10999999999999999,-0.001265306122448979,0.02519699974867763,644.0614,9.451998944138749,627.62,659.95,644.47,32.33000000000004,0.6597959183673477,0.23774012390414295,48.52,1.7116074316267733,46,51,49.0,5,-0.02040816326530612,2.4535671317772096
1,4026.4712,53.812521689287166,3936.61,4120.71,4026.175,184.0999999999999,3.7571428571428553,0.894735167749728,0.20102,0.03282955375877047,0.135,0.265,0.198,0.13,-0.0024285714285714284,0.026517610628964815,660.3968,9.446462288073782,644.73,677.62,660.235,32.889999999999986,0.6712244897959181,0.23429993557065365,48.5,1.57797338380595,46,51,48.0,5,0.08163265306122448,2.4313994852539067
1,4122.6698,56.91446998751717,4028.5,4218.99,4121.945,190.48999999999978,3.887551020408159,0.8255030145242678,0.15556,0.0312909955098907,0.093,0.226,0.1595,0.133,-0.001673469387755102,0.030755379655586553,676.278,9.02187962677401,660.52,689.88,677.765,29.360000000000014,0.5991836734693881,0.23125069649928356,48.26,1.5467385040788246,46,51,48.0,5,-0.02040816326530612,2.3602991501715853
1,4226.194399999999,62.77778999487003,4123.18,4338.52,4221.205,215.34000000000015,4.394693877551023,0.8754779500267144,0.11954000000000001,0.02724643829934474,0.073,0.174,0.114,0.10099999999999999,-0.001163265306122449,0.031235345585211183,690.9174,7.936722197481779,677.91,704.45,690.19,26.540000000000077,0.5416326530612261,0.19532648690026816,48.42,1.6743954132760874,46,51,48.0,5,0.0,2.3819045715047236
1,4338.4014,67.37395096059018,4223.42,4454.53,4340.495000000001,231.10999999999967,4.716530612244891,0.8819032086748912,0.1075,0.021538105766292448,0.066,0.156,0.1075,0.09,-8.163265306122427e-05,0.029190323204154753,705.4918000000001,8.9295101075031,690.5,721.26,704.8,30.75999999999999,0.6277551020408162,0.22029910378172549,48.42,1.686297719858507,46,51,48.0,5,0.02040816326530612,2.342942471602639
1,4456.738400000001,68.11766297694007,4342.47,4570.14,4457.629999999999,227.67000000000007,4.646326530612247,0.9468415678466038,0.11562000000000001,0.023055489584912308,0.066,0.166,0.115,0.1,0.0010816326530612244,0.03111062338061329,721.9074,9.975718883368764,705.15,739.56,721.535,34.40999999999997,0.702244897959183,0.22909106384840158,48.14,1.7436742815101678,46,51,48.0,5,0.08163265306122448,2.319717916470665
1,4577.6107999999995,70.01786474436369,4460.73,4701.34,4572.325000000001,240.61000000000058,4.910408163265318,0.9312663293923755,0.14684,0.035339134115028904,0.085,0.216,0.1415,0.131,0.0016734693877551018,0.02678743823412426,739.6602,10.37315178525794,721.81,756.6,739.9749999999999,34.79000000000008,0.7100000000000016,0.23680699107165187,48.52,1.8787229705307804,46,51,48.5,5,0.08163265306122448,2.522039462167413
1,4702.551399999999,74.25291652211376,4574.51,4829.12,4704.360000000001,254.60999999999967,5.196122448979585,0.9457052574590931,0.19256,0.03294307818040081,0.124,0.26,0.1915,0.136,0.001326530612244898,0.03147878310739683,756.7248,9.274701340744082,740.39,771.89,756.905,31.5,0.6428571428571429,0.23526797573866018,48.66,1.727541605866556,46,51,49.0,5,0.0,2.5634797778466227
1,4828.4414,70.99948292797632,4707.38,4946.33,4831.5599999999995,238.94999999999982,4.876530612244895,0.9352628158849936,0.22666,0.030759460333367357,0.159,0.292,0.227,0.13299999999999998,0.0013265306122448974,0.03956260229317893,772.9992,9.598740300685295,757.21,790.6,772.265,33.389999999999986,0.6814285714285712,0.22046333398698248,48.18,1.6815469068687914,46,51,48.0,5,-0.04081632653061224,2.3295719469593497
1,4948.892,67.71677213216829,4834.0,5064.69,4948.135,230.6899999999996,4.707959183673461,0.9339470325230127,0.2547,0.027610324156010918,0.202,0.304,0.253,0.10199999999999998,0.001408163265306122,0.03540086380091446,789.7471999999999,9.703815134265492,772.64,805.63,791.085,32.99000000000001,0.6732653061224492,0.25942155241529313,48.26,1.6224672569885656,46,51,48.0,5,-0.02040816326530612,2.2811543436438484
1,5065.1292,66.31622413376678,4949.94,5177.32,5066.695,227.3800000000001,4.640408163265309,0.9170960361516469,0.26048000000000004,0.024101651395703156,0.21,0.304,0.258,0.094,-0.0001020408163265307,0.032422746423321186,806.1351999999999,9.039472161581111,791.57,821.35,806.085,29.779999999999973,0.6077551020408157,0.26058227817419516,48.6,1.61245154965971,46,51,49.0,5,-0.08163265306122448,2.464745172023958
1,5174.852599999999,60.01152908600147,5068.7,5272.41,5179.66,203.71000000000004,4.157346938775511,0.9173292545569601,0.24386,0.02581395746490646,0.199,0.297,0.245,0.09799999999999998,-0.0007755102040816322,0.033524444512053185,822.048,9.355733856838802,806.54,838.4,821.615,31.860000000000014,0.6502040816326533,0.2281199988183579,48.54,1.6995293466133499,46,51,49.0,5,-0.061224489795918366,2.5185691051387558
1,5273.118999999999,53.313571639874155,5182.0,5365.95,5274.48,183.94999999999982,3.7540816326530577,0.863998578908823,0.21101999999999996,0.03254442502180674,0.149,0.282,0.2045,0.13299999999999998,-0.00036734693877550997,0.030040580633503088,838.6524000000001,9.871614976284272,821.88,854.75,838.835,32.870000000000005,0.6708163265306123,0.22737038680238505,48.62,1.6957594168985173,46,51,49.0,5,0.08163265306122448,2.4976457052868524
1,5367.2044,54.79865641272605,5276.55,5455.21,5368.225,178.65999999999985,3.6461224489795887,0.9007951506160947,0.16714,0.030390136557771508,0.104,0.223,0.1705,0.11900000000000001,-0.0023877551020408164,0.030967933597302932,855.495,9.49300505635597,839.27,872.39,855.0,33.120000000000005,0.6759183673469389,0.23201793005437832,48.58,1.83401199559872,46,51,49.0,5,-0.04081632653061224,2.6338393150859885
1,5459.3576,51.620483049270256,5370.5,5550.34,5456.895,179.84000000000015,3.670204081632656,0.8628961433851582,0.13090000000000002,0.02904083332137699,0.082,0.196,0.128,0.114,-0.0009795918367346947,0.030982213327819974,872.5368000000001,10.039071957108387,855.25,889.26,872.765,34.00999999999999,0.694081632653061,0.22824904378587982,48.36,1.894835085172322,46,51,48.0,5,0.02040816326530612,2.7810568826299034
1,5549.754599999998,53.41422871145849,5458.58,5638.41,5551.9349999999995,179.82999999999993,3.6699999999999986,0.8267615701504248,0.10988000000000002,0.024866555853193664,0.066,0.158,0.1095,0.092,0.00046938775510204094,0.0316183246021285,889.3129999999999,9.253562395099516,873.14,904.04,889.72,30.899999999999977,0.6287755102040828,0.2746696171474349,48.7,1.57797338380595,46,51,49.0,5,-0.061224489795918366,2.253416121117104
1,5639.1626,50.11461378919329,5553.53,5728.07,5639.514999999999,174.53999999999996,3.56204081632653,0.8479651022657667,0.10520000000000002,0.02226387208012119,0.066,0.147,0.105,0.08099999999999999,-0.00022448979591836783,0.030370679540637546,901.2131999999999,5.106538725986524,890.18,906.02,904.075,15.840000000000032,0.32326530612244964,0.3460175043059636,48.9,1.5394804318340654,46,51,49.0,5,0.0,2.2131333406899527
1,5730.867000000001,55.911275079361204,5640.62,5830.34,5730.2,189.72000000000025,3.8718367346938827,0.8829095533897597,0.12784,0.031776947619304156,0.074,0.196,0.126,0.12200000000000001,0.0010816326530612246,0.028543441102773598,906.0642,1.0609827331299977,904.11,907.83,906.02,3.7200000000000273,0.07265306122448868,0.15975460148211182,48.6,1.624807680927192,46,51,49.0,5,0.02040816326530612,2.411619795383257
1,5831.9746,60.52180523447729,5732.33,5935.29,5831.99,202.96000000000004,4.142040816326531,0.7972503245321564,0.17094,0.032205223178857184,0.1,0.226,0.1705,0.126,0.0021428571428571434,0.03045572229332549,908.0088000000001,1.1886843819954973,906.02,909.97,907.755,3.9500000000000455,0.08000000000000149,0.14575629646496271,48.64,1.410815367083872,46,51,49.0,5,0.02040816326530612,2.0252467314375964
1,5940.2522,64.46402616312446,5833.64,6054.11,5937.46,220.46999999999935,4.499387755102028,0.7825974756090024,0.2146,0.032130981933330326,0.141,0.286,0.2155,0.145,0.0014285714285714281,0.02763538104883459,910.4892,1.6914358870498236,907.66,913.44,910.12,5.780000000000086,0.11408163265306187,0.15420524842633784,48.46,1.6150541786577934,46,51,48.0,5,-0.08163265306122448,2.1837688325543567
1,6058.098199999999,71.64278276811979,5939.63,6181.92,6057.245,242.28999999999996,4.944693877551019,0.8048275313808219,0.24758,0.025669507202126025,0.206,0.297,0.2435,0.091,0.0018571428571428571,0.033196385345395665,913.4759999999999,1.745023782072898,910.27,915.75,913.475,5.480000000000018,0.11183673469387792,0.15783837599353792,48.32,1.737124060048677,46,51,48.0,5,0.0,2.1570955529345
1,6183.8512,73.51414317367782,6060.38,6309.53,6183.97,249.14999999999964,5.084693877551013,0.8517187953126226,0.25662,0.022901432269620166,0.219,0.297,0.2525,0.07799999999999999,0.0005306122448979596,0.03551205718833541,916.113,1.4180666415934022,913.51,918.92,915.6800000000001,5.409999999999968,0.11040816326530548,0.15503731194982645,48.58,1.7215109642404256,46,51,48.0,5,0.061224489795918366,2.4109288858158955
1,6312.123999999999,74.68412899672862,6186.02,6440.05,6312.33,254.02999999999975,5.184285714285709,0.8616003145546092,0.24712,0.023779520600718595,0.198,0.292,0.247,0.09399999999999997,0.00034693877551020383,0.034510898024618826,918.951,1.9897911950754998,915.57,921.95,918.995,6.3799999999999955,0.1281632653061242,0.1561876614503797,48.64,1.546091847207015,46,51,49.0,5,-0.061224489795918366,2.48594550045591
1,6439.195599999999,72.47617448955208,6315.13,6560.36,6442.725,245.22999999999956,5.004693877551012,0.83697244009147,0.21867999999999996,0.03212752091276263,0.156,0.275,0.216,0.11900000000000002,-0.0013877551020408164,0.03281911857347825,921.7248000000001,1.3524544206737654,919.07,924.4,921.855,5.329999999999927,0.10877551020408015,0.1542014671184235,48.8,1.5231546211727816,46,51,49.0,5,0.02040816326530612,2.226828951747647
1,6564.029200000001,71.82706185944127,6445.4,6687.14,6563.41,241.7400000000007,4.933469387755117,0.8145877911379513,0.17988000000000004,0.034565670831042755,0.108,0.252,0.182,0.14400000000000002,-0.0027142857142857142,0.03028436654683167,923.992,1.4283472967034276,921.84,926.54,924.29,4.699999999999932,0.09244897959183618,0.15541295368283978,48.68,1.6666133324799723,46,51,49.0,5,0.061224489795918366,2.6061791820970726
1,6685.876800000001,69.05212003812767,6566.46,6800.62,6688.875,234.15999999999985,4.7787755102040785,0.8571276966588327,0.14489999999999997,0.03312355657232478,0.079,0.209,0.146,0.13,-0.0022653061224489797,0.03232979008510734,926.5178000000001,1.4450305048683152,924.26,928.65,926.52,4.389999999999986,0.08755102040816252,0.15656426746194507,48.5,1.6278820596099706,46,51,48.5,5,0.0,2.626396615835748
1,6801.6076,64.93842047848099,6690.61,6908.91,6802.855,218.30000000000018,4.45510204081633,0.8642966290903895,0.1161,0.028159723010001362,0.071,0.174,0.1185,0.103,-0.001122448979591837,0.0331278492208972,927.9464,0.4707643147053507,926.5,928.72,927.96,2.2200000000000273,0.025510204081632654,0.1446326976959753,48.6,1.7320508075688772,46,51,48.5,5,-0.04081632653061224,2.8353395482762127
1,6908.3774,58.59710743065737,6805.09,7005.7,6910.344999999999,200.60999999999967,4.0940816326530545,0.8846973848293774,0.10953999999999998,0.023456521481242696,0.071,0.15,0.114,0.079,8.163265306122456e-05,0.03482072848216018,928.4044,0.6188963079547299,927.6,929.86,928.215,2.259999999999991,0.02612244897959128,0.14091271471912306,48.4,1.7549928774784245,46,51,49.0,5,-0.10204081632653061,2.757142101844335
1,7006.874000000002,55.39459612633712,6911.78,7099.76,7007.32,187.98000000000047,3.8363265306122547,0.8336511624922232,0.12732,0.026946198247619273,0.073,0.19,0.1265,0.117,0.0012448979591836735,0.03263873410175551,929.9152,1.474414107366038,927.7,933.53,929.9300000000001,5.829999999999927,0.1189795918367332,0.15186251701227288,48.14,1.549322432549145,46,51,48.0,5,-0.061224489795918366,2.436191099247617
1,7099.9004,52.338202374938405,7008.94,7188.39,7100.985000000001,179.45000000000073,3.6622448979591984,0.7910114045105557,0.15922,0.03310364934565372,0.095,0.233,0.156,0.138,0.0009591836734693877,0.03312866641006126,933.0222,2.165557932727731,930.0,936.55,933.325,6.5499999999999545,0.13367346938775418,0.15899806028275357,48.36,1.5844241856270689,46,51,48.0,5,-0.08163265306122448,2.1173407917294593
1,7193.041800000001,55.226324834810384,7102.21,7287.22,7190.165,185.01000000000022,3.7757142857142902,0.7174359105274484,0.2011,0.031692428117769705,0.137,0.258,0.203,0.121,0.0013061224489795918,0.03231869622650215,936.3958,1.625715953049605,933.3,938.5,936.625,5.2000000000000455,0.09816326530612134,0.1485119863146835,48.62,1.586064311432547,46,51,49.0,5,-0.061224489795918366,2.0444864957335827
1,7288.0442,54.14478095218413,7191.94,7377.83,7288.305,185.89000000000033,3.7936734693877616,0.8353434925350601,0.23868000000000003,0.025867694137669095,0.186,0.293,0.238,0.10699999999999998,0.00034693877551020383,0.029749670566111653,938.1446,0.5324028925541261,936.7,938.86,938.245,2.159999999999968,0.04285714285714332,0.13659115219201784,48.6,1.5362291495737217,46,51,48.5,5,0.04081632653061224,2.175552321834519
1,7379.5112,51.896456551097955,7289.39,7472.07,7379.875,182.67999999999938,3.72816326530611,0.854249099715587,0.258,0.02242587790923691,0.219,0.304,0.2585,0.08499999999999999,0.00022448979591836753,0.032822506779195036,939.4044,1.155380733784323,938.01,942.11,939.005,4.100000000000023,0.07714285714285658,0.1513611709839567,48.08,1.6351146748775756,46,51,48.0,5,-0.02040816326530612,2.478394772777186
1,7475.682599999999,59.46769142349483,7381.92,7582.79,7474.125,200.8699999999999,4.099387755102039,0.983843790826626,0.25434,0.026794484507077193,0.201,0.304,0.261,0.10299999999999998,-0.0005918367346938781,0.029742375711313582,941.7064,1.5581319071246829,939.15,944.01,942.0799999999999,4.860000000000014,0.09693877551020408,0.15015915477175296,48.0,1.5620499351813308,46,51,48.0,5,0.02040816326530612,2.3429424716026395
1,7584.643799999999,65.759356836575,7476.18,7694.86,7584.585,218.67999999999938,4.46285714285713,0.8838436467139995,0.22986,0.03282865211975661,0.169,0.29,0.225,0.12099999999999997,-0.0010000000000000002,0.032637151736470325,944.2139999999999,1.3149479077134576,942.05,946.42,944.125,4.3700000000000045,0.08571428571428433,0.14354121928091987,48.36,1.6823792675850475,46,51,48.0,5,0.061224489795918366,2.385399151687121
1,7697.003799999999,63.98519978526279,7586.38,7808.49,7697.36,222.10999999999967,4.532857142857136,0.7585458698948503,0.19636000000000003,0.030814126630492062,0.124,0.274,0.1945,0.15000000000000002,-0.0019795918367346947,0.03338916468258453,946.4330000000002,1.2885949712768527,944.24,948.99,946.3399999999999,4.75,0.09673469387755121,0.13316228790007292,48.42,1.8120706387997128,46,51,48.5,5,-0.02040816326530612,2.7217176143344224
1,7811.584599999999,68.56297015765873,7699.86,7930.23,7811.455,230.3699999999999,4.701428571428569,0.7837065256633823,0.15566000000000002,0.03474686172879502,0.081,0.223,0.154,0.14200000000000002,-0.0019183673469387755,0.03418129141868004,948.557,1.249048037506966,946.23,950.12,949.115,3.8899999999999864,0.07571428571428646,0.14002915148391828,48.36,1.6463292501805344,46,51,48.0,5,0.04081632653061224,2.5551802817778837
1,7936.147799999999,74.85722651260869,7814.42,8064.6,7932.985,250.1800000000003,5.105714285714292,0.8404444888127041,0.12414000000000001,0.02512927376586916,0.079,0.179,0.1265,0.09999999999999999,-0.00010204081632653043,0.03355363960182183,950.8134,1.383172599497263,949.24,953.81,950.19,4.569999999999936,0.09326530612244768,0.15499029271908513,48.22,1.6648123017325407,46,51,48.0,5,0.04081632653061224,2.514928356779462
1,8066.530400000001,75.7555929805846,7935.74,8195.08,8066.845,259.34000000000015,5.292653061224493,0.8568327427340464,0.11211999999999998,0.024070429992004712,0.073,0.149,0.1135,0.076,-0.00016326530612244912,0.03400440964128126,953.4413999999998,1.6442128937579825,950.26,956.03,953.8399999999999,5.769999999999982,0.11489795918367338,0.1591703291109906,48.38,1.7422973339817747,46,51,48.0,5,0.0,2.5475077857324298
