Time,Height,Resultant_acceleration,Resultant_velocity,AGC,classlabel
29.3,2084.83,0.116,408.86,47,2
29.4,2086.98,0.096,409.92,47,2
29.5,2091.53,0.138,410.48,45,2
29.6,2096.17,0.147,411.46,44,2
29.7,2100.37,0.141,412.13,47,2
29.8,2103.39,0.14,412.55,44,2
29.9,2106.46,0.149,413.26,45,2
30.0,2110.22,0.127,413.96,46,2
30.1,2113.21,0.135,414.98,48,2
30.2,2115.35,0.11,415.43,44,2
30.3,2117.51,0.17,416.09,45,2
30.4,2119.51,0.142,416.4,45,2
30.5,2123.67,0.149,417.31,44,2
30.6,2126.4,0.117,417.67,46,2
30.7,2128.92,0.171,418.57,47,2
30.8,2133.39,0.118,419.3,44,2
30.9,2136.39,0.16,420.12,45,2
31.0,2139.31,0.117,420.85,46,2
31.1,2141.62,0.134,421.39,45,2
31.2,2144.18,0.125,422.45,49,2
31.3,2147.53,0.124,423.01,45,2
31.4,2150.43,0.144,424.03,48,2
31.5,2154.95,0.125,424.8,46,2
31.6,2158.72,0.178,425.89,49,2
31.7,2161.02,0.172,426.66,48,2
31.8,2163.29,0.13,427.62,44,2
31.9,2166.99,0.136,428.28,46,2
32.0,2171.39,0.15,429.12,45,2
32.1,2175.92,0.135,430.08,44,2
32.2,2180.47,0.165,430.61,47,2
32.3,2184.2,0.17,431.37,45,2
32.4,2186.71,0.151,432.0,47,2
32.5,2190.24,0.145,432.82,48,2
32.6,2193.84,0.183,433.82,49,2
32.7,2197.06,0.139,434.64,48,2
32.8,2199.28,0.156,435.44,47,2
32.9,2202.14,0.173,436.12,48,2
33.0,2204.27,0.146,436.86,46,2
33.1,2207.58,0.201,437.58,46,2
33.2,2210.89,0.189,437.9,48,2
33.3,2213.21,0.19,438.84,45,2
33.4,2217.01,0.171,439.77,47,2
33.5,2220.23,0.165,440.09,44,2
33.6,2224.27,0.163,440.55,47,2
33.7,2227.99,0.21,441.55,46,2
33.8,2230.14,0.157,441.92,45,2
33.9,2234.74,0.174,442.78,46,2
34.0,2237.49,0.209,443.47,45,2
34.1,2240.5,0.166,444.27,45,2
34.2,2244.39,0.169,444.95,44,2
34.3,2247.4,0.176,445.69,47,2
34.4,2251.94,0.208,446.79,45,2
34.5,2254.77,0.206,447.65,49,2
34.6,2258.83,0.21,448.53,46,2
34.7,2263.07,0.199,449.16,44,2
34.8,2266.15,0.219,450.07,45,2
34.9,2269.49,0.168,450.83,46,2
35.0,2271.74,0.22,451.25,48,2
35.1,2274.74,0.219,452.29,47,2
35.2,2279.22,0.197,452.95,49,2
35.3,2283.79,0.194,454.05,46,2
35.4,2288.41,0.225,455.13,48,2
35.5,2291.39,0.181,456.21,44,2
35.6,2295.52,0.197,456.58,48,2
35.7,2299.46,0.189,457.21,47,2
35.8,2302.51,0.195,458.24,45,2
35.9,2306.12,0.194,458.86,45,2
36.0,2308.63,0.175,459.26,48,2
36.1,2312.7,0.194,460.13,49,2
36.2,2316.34,0.191,460.94,47,2
36.3,2318.58,0.212,461.77,45,2
36.4,2321.12,0.225,462.7,45,2
36.5,2325.34,0.234,463.19,44,2
36.6,2329.07,0.232,463.82,47,2
36.7,2332.41,0.233,464.89,45,2
36.8,2336.09,0.212,465.44,45,2
36.9,2339.07,0.178,466.42,49,2
37.0,2343.23,0.212,466.87,47,2
37.1,2346.65,0.194,467.23,47,2
37.2,2351.34,0.227,467.72,48,2
37.3,2354.71,0.209,468.42,44,2
37.4,2356.94,0.194,468.96,48,2
37.5,2360.42,0.24,469.32,47,2
37.6,2362.68,0.23,470.33,48,2
37.7,2364.72,0.234,471.1,49,2
37.8,2368.21,0.21,471.51,44,2
37.9,2371.47,0.196,472.5,47,2
38.0,2375.0,0.223,473.21,45,2
38.1,2379.13,0.189,473.73,44,2
38.2,2382.29,0.198,474.45,46,2
38.3,2385.0,0.184,474.81,47,2
38.4,2387.48,0.215,475.83,47,2
38.5,2391.79,0.198,476.51,47,2
38.6,2394.07,0.221,476.82,46,2
38.7,2397.87,0.187,477.83,48,2
38.8,2401.68,0.212,478.64,48,2
38.9,2404.77,0.244,479.71,48,2
39.0,2409.49,0.221,480.45,46,2
39.1,2412.09,0.181,481.45,45,2
39.2,2415.62,0.193,482.19,48,2
39.3,2417.83,0.217,482.52,44,2
39.4,2422.49,0.193,482.88,47,2
39.5,2425.6,0.243,483.71,46,2
39.6,2429.8,0.204,484.4,45,2
39.7,2433.36,0.243,484.87,47,2
39.8,2437.77,0.202,485.18,46,2
39.9,2442.14,0.241,485.5,47,2
40.0,2445.89,0.238,485.85,47,2
40.1,2450.17,0.23,486.55,46,2
40.2,2453.5,0.238,487.62,46,2
40.3,2456.22,0.202,488.05,48,2
40.4,2460.67,0.185,488.49,48,2
40.5,2463.13,0.185,489.08,47,2
40.6,2467.52,0.201,489.79,45,2
40.7,2471.6,0.226,490.17,45,2
40.8,2475.06,0.232,491.03,45,2
40.9,2479.12,0.223,491.49,49,2
41.0,2482.52,0.199,492.01,46,2
41.1,2486.85,0.183,492.84,46,2
41.2,2491.43,0.219,493.38,45,2
41.3,2495.14,0.235,494.38,49,2
41.4,2497.97,0.197,495.09,49,2
41.5,2500.62,0.231,495.7,49,2
41.6,2505.05,0.18,496.16,48,2
41.7,2507.36,0.238,496.69,49,2
41.8,2511.44,0.215,497.58,46,2
41.9,2515.55,0.222,498.57,44,2
42.0,2519.9,0.236,498.94,46,2
42.1,2523.57,0.217,499.32,49,2
42.2,2526.39,0.173,499.68,45,2
42.3,2530.81,0.219,500.47,47,2
42.4,2535.84,0.217,501.18,49,2
42.5,2538.44,0.222,502.02,45,2
42.6,2542.78,0.187,502.48,49,2
42.7,2546.69,0.202,503.06,44,2
42.8,2549.74,0.221,503.9,46,2
42.9,2553.19,0.183,504.69,44,2
43.0,2557.24,0.172,505.18,47,2
43.1,2560.6,0.213,505.98,46,2
43.2,2563.96,0.228,506.89,48,2
43.3,2568.62,0.176,507.53,44,2
43.4,2571.9,0.217,508.37,44,2
43.5,2575.23,0.177,508.92,47,2
43.6,2578.96,0.207,509.27,49,2
43.7,2582.95,0.182,510.05,48,2
43.8,2586.29,0.207,510.77,48,2
43.9,2591.24,0.21,511.19,44,2
44.0,2596.3,0.178,511.58,48,2
44.1,2599.2,0.167,512.31,46,2
44.2,2603.06,0.179,513.05,46,2
44.3,2607.75,0.208,513.44,48,2
44.4,2611.9,0.171,514.36,46,2
44.5,2614.83,0.169,514.95,49,2
44.6,2618.01,0.182,515.3,48,2
44.7,2621.01,0.171,515.64,47,2
44.8,2624.38,0.203,516.58,49,2
44.9,2628.86,0.198,516.93,47,2
45.0,2634.11,0.197,517.98,48,2
45.1,2637.95,0.192,518.69,44,2
45.2,2641.39,0.158,519.21,46,2
45.3,2645.2,0.183,519.62,45,2
45.4,2647.85,0.171,520.48,49,2
45.5,2650.78,0.2,521.03,48,2
45.6,2655.74,0.184,521.52,49,2
45.7,2659.69,0.139,522.62,47,2
45.8,2664.17,0.158,523.0,44,2
45.9,2669.09,0.184,523.85,45,2
46.0,2674.17,0.176,524.16,49,2
46.1,2676.95,0.169,524.85,47,2
46.2,2680.08,0.184,525.23,47,2
46.3,2685.1,0.158,525.9,48,2
46.4,2689.09,0.142,526.95,44,2
46.5,2693.81,0.136,527.78,44,2
46.6,2698.3,0.13,528.64,47,2
46.7,2703.0,0.151,529.5,47,2
46.8,2706.81,0.19,530.16,49,2
46.9,2711.07,0.182,530.55,44,2
47.0,2715.53,0.145,530.87,49,2
47.1,2720.11,0.131,531.9,47,2
47.2,2724.52,0.182,532.86,46,2
47.3,2728.96,0.131,533.6,49,2
47.4,2732.2,0.158,534.53,48,2
47.5,2735.44,0.149,535.06,46,2
47.6,2740.13,0.117,535.49,45,2
47.7,2744.91,0.122,536.38,46,2
47.8,2749.25,0.148,537.34,45,2
47.9,2752.63,0.175,537.66,49,2
48.0,2757.58,0.125,538.29,49,2
48.1,2763.01,0.111,539.03,45,2
48.2,2767.5,0.11,539.96,44,2
48.3,2771.56,0.154,540.31,44,2
48.4,2774.51,0.132,540.9,45,2
48.5,2779.21,0.107,541.81,46,2
48.6,2783.71,0.143,542.61,44,2
48.7,2789.18,0.138,543.54,48,2
48.8,2794.46,0.143,543.85,46,2
48.9,2799.58,0.163,544.2,46,2
49.0,2803.63,0.119,544.87,47,2
49.1,2808.87,0.114,545.2,45,2
49.2,2813.47,0.131,546.17,48,2
49.3,2818.98,0.129,546.48,46,2
49.4,2823.46,0.13,547.13,45,2
49.5,2826.95,0.14,548.01,47,2
49.6,2831.83,0.155,548.69,45,2
49.7,2836.64,0.118,549.75,46,2
49.8,2841.96,0.118,550.28,44,2
49.9,2845.22,0.135,551.11,45,2
50.0,2848.59,0.117,552.17,45,2
50.1,2853.23,0.13,552.73,49,2
50.2,2857.4,0.131,553.16,44,2
50.3,2860.66,0.089,553.62,45,2
50.4,2863.88,0.086,554.51,46,2
50.5,2868.43,0.112,555.22,44,2
50.6,2873.19,0.143,556.31,44,2
50.7,2878.1,0.086,557.38,45,2
50.8,2882.15,0.083,558.09,49,2
50.9,2887.54,0.142,558.49,45,2
51.0,2891.83,0.135,559.33,47,2
51.1,2897.32,0.111,560.08,48,2
51.2,2900.77,0.086,561.02,49,2
51.3,2904.42,0.117,561.68,45,2
51.4,2909.04,0.088,562.46,47,2
51.5,2912.1,0.128,563.42,48,2
51.6,2916.27,0.126,564.44,47,2
51.7,2919.48,0.118,564.93,47,2
51.8,2922.97,0.102,565.61,44,2
51.9,2926.43,0.089,566.33,47,2
52.0,2930.67,0.092,566.86,48,2
52.1,2935.2,0.083,567.47,45,2
52.2,2940.26,0.133,568.22,44,2
52.3,2945.76,0.114,568.8,46,2
52.4,2949.98,0.127,569.86,49,2
52.5,2955.14,0.077,570.27,47,2
52.6,2960.41,0.081,570.75,45,2
52.7,2965.96,0.074,571.68,48,2
52.8,2970.25,0.102,572.43,45,2
52.9,2974.92,0.083,573.32,45,2
53.0,2980.28,0.127,573.76,45,2
53.1,2984.42,0.128,574.38,49,2
53.2,2989.28,0.115,574.99,44,2
53.3,2994.0,0.083,575.68,47,2
53.4,2998.56,0.099,576.5,48,2
53.5,3003.54,0.119,577.48,44,2
53.6,3007.22,0.117,578.24,46,2
53.7,3011.23,0.08,579.15,48,2
53.8,3015.21,0.064,579.99,45,2
53.9,3019.09,0.086,580.61,48,2
54.0,3024.37,0.069,581.63,44,2
54.1,3028.13,0.075,581.95,44,2
54.2,3032.99,0.118,582.76,47,2
54.3,3037.86,0.108,583.1,49,2
54.4,3043.29,0.091,584.13,44,2
54.5,3048.91,0.114,584.61,49,2
54.6,3052.11,0.106,585.1,45,2
54.7,3057.88,0.117,585.55,48,2
54.8,3061.51,0.124,586.4,49,2
54.9,3065.05,0.072,587.4,48,2
55.0,3069.2,0.091,588.02,44,2
55.1,3073.55,0.09,588.93,47,2
55.2,3079.15,0.091,589.83,48,2
55.3,3084.36,0.067,590.44,46,2
55.4,3089.14,0.093,591.36,49,2
55.5,3093.34,0.086,591.81,45,2
55.6,3098.66,0.102,592.43,47,2
55.7,3102.5,0.075,593.15,47,2
55.8,3107.84,0.09,594.17,49,2
55.9,3112.79,0.103,594.7,49,2
56.0,3116.58,0.062,595.34,47,2
56.1,3120.53,0.096,595.93,48,2
56.2,3124.13,0.113,597.02,47,2
56.3,3129.04,0.1,597.43,49,2
56.4,3133.93,0.088,598.38,49,2
56.5,3138.88,0.083,599.4,47,2
56.6,3142.32,0.078,600.35,45,2
56.7,3147.47,0.127,601.32,49,2
56.8,3152.37,0.128,602.32,48,2
56.9,3157.56,0.095,603.12,46,2
57.0,3161.15,0.096,603.54,46,2
57.1,3166.82,0.079,604.21,46,2
57.2,3171.31,0.075,605.01,46,2
57.3,3176.82,0.074,605.63,45,2
57.4,3180.72,0.079,606.0,44,2
57.5,3184.06,0.109,607.08,49,2
57.6,3187.27,0.123,607.64,44,2
57.7,3190.81,0.125,608.7,45,2
57.8,3196.5,0.118,609.41,47,2
57.9,3200.5,0.128,609.73,49,2
58.0,3205.67,0.096,610.09,46,2
58.1,3210.83,0.093,610.59,46,2
58.2,3214.48,0.104,611.21,45,2
58.3,3217.81,0.133,611.65,44,2
58.4,3222.84,0.11,612.35,49,2
58.5,3226.0,0.113,613.05,45,2
58.6,3230.65,0.083,613.53,44,2
58.7,3235.62,0.137,614.0,48,2
58.8,3239.55,0.124,614.48,47,2
58.9,3243.39,0.126,614.94,48,2
59.0,3248.21,0.125,615.86,46,2
59.1,3252.17,0.132,616.45,47,2
59.2,3255.49,0.086,617.41,47,2
59.3,3260.25,0.106,618.12,48,2
59.4,3263.77,0.112,618.72,45,2
59.5,3268.22,0.144,619.56,49,2
59.6,3273.7,0.104,620.44,47,2
59.7,3278.42,0.092,621.14,44,2
59.8,3283.2,0.136,621.66,49,2
59.9,3288.37,0.109,622.29,45,2
60.0,3291.37,0.122,622.78,44,2
60.1,3296.67,0.143,623.59,46,2
60.2,3300.12,0.091,624.14,45,2
60.3,3305.69,0.144,624.71,47,2
60.4,3309.28,0.101,625.37,44,2
60.5,3312.64,0.11,626.08,45,2
60.6,3316.0,0.114,626.48,45,2
60.7,3320.78,0.126,627.22,48,2
60.8,3324.74,0.139,627.8,47,2
60.9,3327.93,0.152,628.58,46,2
61.0,3332.19,0.15,629.6,44,2
61.1,3337.42,0.103,630.53,48,2
61.2,3342.89,0.134,630.94,49,2
61.3,3346.3,0.137,631.38,46,2
61.4,3349.65,0.109,632.11,45,2
61.5,3354.16,0.128,632.95,44,2
61.6,3357.22,0.137,633.53,47,2
61.7,3362.13,0.109,633.88,49,2
61.8,3366.86,0.138,634.66,45,2
61.9,3370.23,0.11,635.42,48,2
62.0,3374.67,0.12,636.37,44,2
62.1,3379.0,0.112,637.21,44,2
62.2,3382.54,0.124,638.21,47,2
62.3,3387.57,0.129,638.57,48,2
62.4,3391.44,0.162,639.05,48,2
62.5,3396.26,0.148,640.06,46,2
62.6,3400.09,0.162,640.93,44,2
62.7,3404.69,0.125,641.9,44,2
62.8,3409.19,0.124,642.85,48,2
62.9,3412.64,0.176,643.85,46,2
63.0,3416.74,0.145,644.16,48,2
63.1,3421.1,0.174,644.89,44,2
63.2,3425.04,0.186,645.45,48,2
63.3,3429.84,0.178,646.31,44,2
63.4,3434.52,0.185,647.14,46,2
63.5,3438.01,0.157,647.61,49,2
63.6,3443.33,0.166,647.93,49,2
63.7,3446.58,0.16,648.4,48,2
63.8,3451.6,0.148,649.08,48,2
63.9,3455.72,0.186,650.08,47,2
64.0,3460.15,0.18,651.17,46,2
64.1,3465.18,0.178,651.99,49,2
64.2,3470.39,0.194,652.35,44,2
64.3,3474.1,0.2,653.4,49,2
64.4,3479.36,0.152,654.3,48,2
64.5,3483.23,0.181,654.7,44,2
64.6,3488.5,0.198,655.13,47,2
64.7,3493.5,0.205,655.67,44,2
64.8,3498.27,0.195,656.61,49,2
64.9,3500.93,0.207,657.33,49,2
65.0,3505.74,0.165,658.39,44,2
65.1,3509.61,0.158,658.99,49,2
65.2,3514.55,0.169,659.96,48,2
65.3,3519.08,0.155,660.57,44,2
65.4,3522.9,0.204,661.24,47,2
65.5,3525.74,0.174,662.26,46,2
65.6,3528.97,0.196,662.96,47,2
65.7,3531.96,0.165,663.4,44,2
65.8,3536.02,0.158,663.94,45,2
65.9,3538.82,0.207,664.3,48,2
66.0,3543.38,0.174,664.63,47,2
66.1,3548.25,0.164,665.48,46,2
66.2,3551.6,0.172,666.44,47,2
66.3,3556.35,0.218,666.83,49,2
66.4,3559.78,0.215,667.33,47,2
