Time,Height,Resultant_acceleration,Resultant_velocity,AGC,classlabel
19.2,418.95,0.089,145.4,46,9
19.3,418.37,0.145,145.65,49,9
19.4,420.09,0.124,145.87,48,9
19.5,424.98,0.033,145.34,44,9
19.6,425.96,0.163,145.06,47,9
19.7,426.45,0.113,144.54,44,9
19.8,431.47,0.027,145.21,47,9
19.9,431.38,0.043,145.1,45,9
20.0,430.87,0.082,145.7,44,9
20.1,431.71,0.142,146.3,46,9
20.2,433.43,0.106,147.41,49,9
20.3,436.06,0.132,147.72,49,9
20.4,436.16,0.11,148.83,48,9
20.5,437.67,0.211,148.66,45,9
20.6,442.74,0.22,148.68,47,9
20.7,444.26,0.169,148.99,48,9
20.8,445.6,0.123,148.2,44,9
20.9,449.99,0.23,148.2,44,9
21.0,448.12,0.108,148.16,46,9
21.1,451.25,0.208,147.44,44,9
21.2,453.08,0.231,148.53,44,9
21.3,455.18,0.07,147.95,45,9
21.4,454.9,0.205,147.71,44,9
21.5,458.18,0.245,146.8,45,9
21.6,463.02,0.244,146.27,44,9
21.7,462.72,0.096,146.04,46,9
21.8,466.83,0.131,145.58,44,9
21.9,465.34,0.194,145.86,44,9
22.0,469.64,0.232,145.33,47,9
22.1,469.31,0.253,146.12,46,9
22.2,471.93,0.141,146.16,49,9
22.3,474.06,0.136,146.58,44,9
22.4,473.43,0.173,146.91,46,9
22.5,477.51,0.103,148.01,49,9
22.6,477.62,0.27,149.02,49,9
22.7,477.67,0.088,148.82,46,9
22.8,481.8,0.225,149.84,46,9
22.9,483.38,0.171,149.35,46,9
23.0,487.42,0.263,148.52,49,9
23.1,490.21,0.195,149.02,44,9
23.2,493.47,0.17,150.17,45,9
23.3,491.57,0.115,149.72,48,9
23.4,494.59,0.186,148.74,46,9
23.5,494.31,0.172,148.83,45,9
23.6,496.31,0.146,149.55,49,9
23.7,493.72,0.119,148.63,46,9
23.8,491.07,0.211,148.26,46,9
23.9,489.69,0.235,149.3,44,9
24.0,489.55,0.172,148.55,48,9
24.1,490.26,0.141,147.55,48,9
24.2,489.22,0.264,147.39,45,9
24.3,491.78,0.328,148.32,45,9
24.4,491.43,0.174,148.44,46,9
24.5,494.08,0.217,147.87,45,9
24.6,492.61,0.313,146.95,45,9
24.7,495.93,0.313,147.68,45,9
24.8,497.33,0.16,146.76,44,9
24.9,495.66,0.34,147.63,44,9
25.0,493.24,0.158,147.18,44,9
25.1,490.14,0.161,147.77,46,9
25.2,492.17,0.307,148.48,45,9
25.3,492.64,0.238,148.43,47,9
25.4,492.11,0.19,149.46,46,9
25.5,490.48,0.188,150.26,48,9
25.6,488.16,0.163,149.7,48,9
25.7,489.53,0.266,149.22,47,9
25.8,491.64,0.179,149.14,45,9
25.9,488.85,0.183,149.91,45,9
26.0,486.08,0.2,149.84,44,9
26.1,488.74,0.279,149.43,45,9
26.2,488.34,0.204,150.47,44,9
26.3,487.38,0.299,150.81,48,9
26.4,487.36,0.218,150.37,47,9
26.5,488.67,0.191,151.51,48,9
26.6,491.41,0.235,151.56,45,9
26.7,491.54,0.325,150.8,45,9
26.8,493.72,0.181,149.95,48,9
26.9,495.68,0.215,149.23,48,9
27.0,496.13,0.252,149.99,46,9
27.1,496.65,0.246,150.92,48,9
27.2,496.67,0.18,151.58,49,9
27.3,493.41,0.22,150.92,47,9
27.4,495.17,0.24,152.02,46,9
27.5,492.67,0.244,152.49,46,9
27.6,492.02,0.214,151.71,47,9
27.7,488.7,0.31,151.33,46,9
27.8,490.55,0.262,150.71,48,9
27.9,486.56,0.23,150.72,44,9
28.0,482.48,0.339,151.78,45,9
28.1,480.21,0.293,150.98,47,9
28.2,481.96,0.321,151.31,48,9
28.3,478.9,0.242,150.36,48,9
28.4,475.5,0.188,151.3,46,9
28.5,477.98,0.3,151.18,48,9
28.6,479.07,0.341,152.36,48,9
28.7,479.03,0.182,152.66,46,9
28.8,477.24,0.213,153.17,44,9
28.9,474.03,0.292,152.53,45,9
29.0,476.3,0.303,151.99,45,9
29.1,477.84,0.274,151.67,47,9
29.2,477.11,0.323,151.23,49,9
29.3,474.63,0.17,150.42,47,9
29.4,473.79,0.194,150.79,45,9
29.5,476.17,0.269,151.57,44,9
29.6,478.13,0.332,152.3,45,9
29.7,477.87,0.199,151.47,47,9
29.8,476.15,0.2,150.91,48,9
29.9,474.74,0.308,150.86,48,9
30.0,476.18,0.268,150.85,49,9
30.1,475.4,0.191,150.91,46,9
30.2,474.25,0.282,151.27,44,9
30.3,474.33,0.184,151.45,47,9
30.4,473.79,0.275,150.57,45,9
30.5,473.41,0.325,151.47,47,9
30.6,471.29,0.231,150.64,48,9
30.7,469.11,0.263,151.07,46,9
30.8,471.65,0.207,151.71,46,9
30.9,472.45,0.268,151.97,47,9
31.0,470.59,0.133,152.19,49,9
31.1,473.66,0.151,152.37,45,9
31.2,471.36,0.175,152.41,47,9
31.3,473.78,0.193,153.45,49,9
31.4,477.25,0.264,152.51,48,9
31.5,477.9,0.216,153.5,46,9
31.6,476.97,0.211,152.58,49,9
31.7,475.37,0.118,153.48,49,9
31.8,472.76,0.181,153.96,48,9
31.9,474.0,0.199,154.56,44,9
32.0,477.33,0.141,154.66,45,9
32.1,479.61,0.141,154.71,44,9
32.2,477.71,0.19,155.9,48,9
32.3,482.07,0.272,157.04,44,9
32.4,480.56,0.24,156.54,45,9
32.5,484.44,0.137,155.84,45,9
32.6,483.9,0.088,155.87,45,9
32.7,485.42,0.157,156.75,44,9
32.8,489.32,0.181,157.8,44,9
32.9,488.54,0.21,158.59,46,9
33.0,491.77,0.075,157.88,48,9
33.1,493.13,0.071,158.6,47,9
33.2,496.79,0.211,159.51,49,9
33.3,498.62,0.077,158.87,45,9
33.4,502.11,0.214,159.07,47,9
33.5,504.78,0.066,158.71,46,9
33.6,503.21,0.085,159.15,46,9
33.7,501.72,0.072,160.06,48,9
33.8,503.21,0.071,161.05,47,9
33.9,506.38,0.092,161.85,46,9
34.0,506.67,0.182,161.97,47,9
34.1,510.86,0.056,163.15,47,9
34.2,511.32,0.177,163.72,48,9
34.3,516.39,0.09,163.78,49,9
34.4,514.59,0.058,164.12,44,9
34.5,515.11,0.206,164.1,45,9
34.6,517.71,0.206,164.91,49,9
34.7,517.24,0.115,165.24,46,9
34.8,518.54,0.186,164.51,48,9
34.9,519.47,0.03,165.46,46,9
35.0,518.29,0.079,164.74,44,9
35.1,522.05,0.03,165.0,48,9
35.2,521.52,0.182,165.57,45,9
35.3,523.81,0.053,166.17,44,9
35.4,528.7,0.073,166.15,49,9
35.5,530.65,0.081,166.86,45,9
35.6,532.91,0.153,167.84,45,9
35.7,531.85,0.18,168.93,44,9
35.8,530.57,0.147,169.42,44,9
35.9,533.39,0.181,168.82,48,9
36.0,532.17,0.109,169.13,45,9
36.1,536.54,0.064,169.03,46,9
36.2,537.82,0.073,168.87,46,9
36.3,541.92,0.06,169.6,48,9
36.4,545.15,0.093,170.14,48,9
36.5,544.75,0.02,170.75,48,9
36.6,547.47,0.069,170.33,48,9
36.7,551.5,0.043,170.12,46,9
36.8,550.21,0.02,169.23,47,9
36.9,549.56,0.116,169.21,44,9
37.0,550.27,0.06,170.38,48,9
37.1,548.59,0.071,170.62,48,9
37.2,552.38,0.086,170.1,44,9
37.3,553.7,0.02,169.61,46,9
37.4,553.37,0.024,170.79,48,9
37.5,552.02,0.14,170.05,45,9
37.6,551.23,0.151,169.48,49,9
37.7,552.86,0.02,170.37,48,9
37.8,557.55,0.02,169.7,45,9
37.9,560.57,0.137,168.76,46,9
38.0,558.65,0.024,168.93,49,9
38.1,562.62,0.03,169.88,49,9
38.2,562.18,0.02,169.48,48,9
38.3,562.5,0.02,168.68,48,9
38.4,565.88,0.02,169.61,46,9
38.5,569.12,0.02,169.57,46,9
38.6,567.78,0.02,169.61,46,9
38.7,570.41,0.06,170.58,45,9
38.8,569.51,0.088,171.47,48,9
38.9,567.81,0.102,172.35,46,9
39.0,571.28,0.02,172.54,44,9
39.1,574.87,0.02,171.63,44,9
39.2,572.31,0.087,171.46,46,9
39.3,573.95,0.091,170.73,49,9
39.4,576.46,0.02,170.67,45,9
39.5,578.09,0.141,171.41,44,9
39.6,575.25,0.15,170.57,47,9
39.7,574.88,0.02,169.71,45,9
39.8,573.26,0.114,169.5,48,9
39.9,576.11,0.127,168.76,46,9
40.0,573.24,0.12,169.89,45,9
40.1,574.13,0.051,171.09,47,9
40.2,575.48,0.075,170.49,44,9
40.3,574.79,0.02,171.26,49,9
40.4,576.74,0.02,171.98,47,9
40.5,580.1,0.063,171.75,46,9
40.6,578.65,0.02,172.0,47,9
40.7,575.44,0.144,172.75,48,9
40.8,577.7,0.129,173.11,49,9
40.9,574.08,0.111,172.2,46,9
41.0,571.56,0.053,172.03,44,9
41.1,572.4,0.022,172.58,45,9
41.2,569.98,0.133,172.2,49,9
41.3,572.74,0.143,171.48,45,9
41.4,573.81,0.083,170.54,48,9
41.5,571.11,0.138,170.37,47,9
41.6,568.11,0.043,170.32,47,9
41.7,568.96,0.111,169.86,47,9
41.8,565.73,0.177,169.36,49,9
41.9,564.47,0.059,169.7,48,9
42.0,563.36,0.195,169.81,48,9
42.1,560.75,0.175,170.65,44,9
42.2,556.91,0.15,170.35,46,9
42.3,557.91,0.203,169.9,45,9
42.4,554.17,0.115,170.33,45,9
42.5,556.66,0.112,170.89,45,9
42.6,554.21,0.126,170.84,48,9
42.7,555.83,0.115,171.36,45,9
42.8,556.47,0.192,171.43,49,9
42.9,558.39,0.212,170.65,45,9
43.0,560.7,0.173,171.33,48,9
43.1,562.63,0.207,170.85,45,9
43.2,559.01,0.193,171.72,48,9
43.3,555.58,0.141,172.29,48,9
43.4,557.96,0.214,171.44,47,9
43.5,556.37,0.095,171.45,44,9
43.6,554.48,0.228,170.5,47,9
43.7,551.92,0.148,171.0,45,9
43.8,550.43,0.15,170.61,48,9
43.9,546.78,0.079,171.22,48,9
44.0,547.54,0.096,171.57,49,9
44.1,549.89,0.139,170.7,44,9
44.2,547.46,0.104,169.73,46,9
44.3,549.59,0.172,169.63,47,9
44.4,548.8,0.21,169.89,46,9
44.5,549.36,0.222,169.53,44,9
44.6,546.01,0.095,170.21,47,9
44.7,548.47,0.261,171.01,48,9
44.8,549.04,0.282,170.04,49,9
44.9,547.8,0.17,169.71,46,9
45.0,549.19,0.237,169.72,46,9
45.1,545.39,0.183,170.48,46,9
45.2,544.33,0.225,169.78,45,9
45.3,543.86,0.187,169.47,49,9
45.4,546.95,0.286,170.3,48,9
45.5,545.75,0.298,169.71,44,9
45.6,548.46,0.142,170.36,46,9
45.7,550.53,0.282,170.24,46,9
45.8,548.73,0.132,169.33,46,9
45.9,552.12,0.298,168.92,48,9
46.0,549.37,0.174,169.2,46,9
46.1,549.65,0.167,170.12,49,9
46.2,550.81,0.275,171.0,47,9
46.3,549.12,0.162,171.06,48,9
46.4,550.54,0.168,170.68,48,9
46.5,547.88,0.152,170.37,48,9
46.6,550.81,0.334,171.24,46,9
46.7,553.04,0.276,171.54,46,9
46.8,553.87,0.23,172.14,45,9
46.9,556.19,0.303,172.91,48,9
47.0,553.66,0.338,173.73,44,9
47.1,551.25,0.28,172.79,44,9
47.2,550.95,0.216,172.85,46,9
47.3,548.33,0.169,172.08,47,9
47.4,551.12,0.348,171.56,46,9
47.5,552.07,0.19,170.59,48,9
47.6,550.49,0.2,171.13,49,9
47.7,554.61,0.253,171.5,48,9
47.8,552.07,0.29,172.29,44,9
47.9,551.83,0.272,171.74,45,9
48.0,552.22,0.229,172.31,45,9
48.1,553.24,0.184,172.13,46,9
48.2,551.95,0.327,172.28,49,9
48.3,554.72,0.271,172.72,48,9
48.4,552.31,0.297,172.2,49,9
48.5,554.63,0.204,171.96,48,9
48.6,556.47,0.353,171.18,45,9
48.7,559.89,0.246,170.82,46,9
48.8,563.53,0.225,170.74,47,9
48.9,566.01,0.277,170.3,45,9
49.0,565.36,0.345,171.06,49,9
49.1,566.61,0.255,170.95,47,9
49.2,565.34,0.171,170.46,48,9
49.3,566.63,0.216,171.35,46,9
49.4,570.73,0.348,172.45,46,9
49.5,573.66,0.343,173.54,45,9
49.6,578.33,0.345,174.3,48,9
49.7,579.61,0.246,174.44,45,9
49.8,578.46,0.26,173.83,47,9
49.9,580.73,0.229,173.73,47,9
50.0,584.03,0.299,174.29,48,9
50.1,589.11,0.284,173.55,48,9
50.2,587.71,0.203,173.77,45,9
50.3,587.62,0.233,173.53,44,9
50.4,592.71,0.355,174.11,47,9
50.5,594.92,0.216,175.06,46,9
50.6,596.19,0.361,175.31,48,9
50.7,595.24,0.202,175.22,47,9
50.8,594.37,0.227,175.15,45,9
50.9,594.76,0.175,174.19,45,9
51.0,597.11,0.267,173.58,44,9
51.1,596.59,0.26,172.98,47,9
51.2,595.39,0.24,173.49,44,9
51.3,594.63,0.257,173.63,46,9
51.4,598.86,0.262,174.18,48,9
51.5,602.8,0.262,175.3,47,9
51.6,603.96,0.227,174.53,47,9
51.7,606.11,0.303,173.78,48,9
51.8,606.74,0.271,174.66,47,9
51.9,609.92,0.343,174.04,45,9
52.0,613.45,0.325,174.1,46,9
52.1,613.44,0.152,173.35,44,9
52.2,615.93,0.326,173.93,47,9
52.3,620.65,0.299,173.94,49,9
52.4,625.14,0.313,173.51,49,9
52.5,624.62,0.144,172.71,45,9
52.6,626.28,0.166,172.17,46,9
52.7,626.38,0.322,172.54,44,9
52.8,626.2,0.227,172.54,45,9
52.9,628.68,0.259,171.86,45,9
53.0,628.46,0.299,171.82,44,9
53.1,629.73,0.301,171.99,44,9
53.2,629.21,0.257,171.64,48,9
53.3,629.04,0.228,172.79,48,9
53.4,627.11,0.305,173.31,49,9
53.5,626.56,0.119,174.14,44,9
53.6,627.4,0.277,173.58,48,9
53.7,631.9,0.198,172.72,44,9
53.8,633.67,0.118,173.07,46,9
53.9,634.62,0.158,172.75,46,9
54.0,633.91,0.178,173.1,47,9
54.1,631.65,0.16,172.21,48,9
54.2,631.91,0.152,173.06,44,9
54.3,633.66,0.233,173.91,48,9
54.4,635.97,0.116,174.1,49,9
54.5,640.1,0.209,173.59,47,9
54.6,641.27,0.19,173.32,46,9
54.7,639.27,0.15,173.77,44,9
54.8,637.04,0.107,173.57,48,9
54.9,638.56,0.192,174.12,48,9
55.0,638.1,0.244,174.28,48,9
55.1,639.76,0.11,173.37,47,9
55.2,643.62,0.126,173.89,45,9
55.3,641.78,0.231,174.54,47,9
55.4,642.46,0.072,174.18,47,9
55.5,639.98,0.198,173.69,49,9
55.6,637.4,0.23,172.85,48,9
55.7,639.87,0.129,172.64,46,9
55.8,637.36,0.216,173.73,49,9
55.9,639.0,0.119,174.65,46,9
56.0,641.1,0.186,174.6,48,9
56.1,638.58,0.166,174.56,49,9
56.2,635.41,0.225,175.13,49,9
56.3,634.75,0.077,174.34,46,9
56.4,636.94,0.095,175.32,45,9
56.5,636.51,0.053,176.49,47,9
56.6,633.49,0.062,175.89,48,9
56.7,632.84,0.137,174.91,44,9
56.8,634.66,0.218,175.17,47,9
56.9,635.15,0.152,175.06,46,9
57.0,631.97,0.064,174.07,46,9
57.1,632.38,0.142,173.22,47,9
57.2,634.79,0.195,173.14,46,9
57.3,636.66,0.173,174.14,49,9
57.4,633.95,0.189,174.19,49,9
57.5,634.76,0.167,174.69,46,9
57.6,635.09,0.169,174.46,45,9
57.7,632.86,0.199,174.32,45,9
57.8,632.71,0.127,173.79,44,9
57.9,628.97,0.129,173.81,48,9
58.0,627.94,0.13,174.26,44,9
58.1,629.05,0.02,174.59,46,9
58.2,630.44,0.125,174.86,44,9
58.3,628.26,0.047,173.91,49,9
58.4,628.23,0.132,173.88,48,9
58.5,627.23,0.02,173.85,46,9
58.6,624.89,0.02,174.64,49,9
58.7,627.55,0.02,175.09,49,9
58.8,628.86,0.152,175.75,46,9
58.9,631.0,0.119,176.69,47,9
59.0,630.81,0.02,175.88,46,9
59.1,629.34,0.067,175.35,49,9
59.2,630.45,0.143,174.84,49,9
59.3,630.4,0.05,176.03,47,9
59.4,627.58,0.07,177.14,48,9
59.5,625.28,0.169,177.34,49,9
59.6,625.58,0.02,177.18,47,9
59.7,627.93,0.152,177.36,48,9
59.8,624.49,0.115,176.54,46,9
59.9,623.29,0.172,176.85,49,9
60.0,623.94,0.034,177.43,46,9
60.1,626.61,0.098,177.85,46,9
60.2,627.63,0.14,178.68,46,9
60.3,629.54,0.027,177.72,48,9
60.4,631.72,0.02,178.34,48,9
60.5,631.72,0.156,177.48,44,9
60.6,632.82,0.142,176.49,44,9
60.7,635.58,0.079,175.84,44,9
60.8,633.85,0.1,177.03,49,9
60.9,636.53,0.07,176.96,44,9
61.0,635.53,0.02,177.55,45,9
61.1,637.31,0.125,177.27,46,9
61.2,633.69,0.02,178.11,48,9
61.3,634.49,0.115,178.64,48,9
61.4,637.27,0.026,179.4,48,9
61.5,636.95,0.058,179.54,45,9
61.6,638.13,0.165,179.67,46,9
61.7,638.82,0.163,179.72,46,9
61.8,635.31,0.151,179.77,45,9
61.9,632.61,0.068,180.94,48,9
62.0,634.17,0.02,181.52,45,9
62.1,633.59,0.116,180.61,48,9
62.2,636.32,0.143,180.11,45,9
62.3,635.48,0.158,180.97,47,9
62.4,634.28,0.059,181.84,46,9
62.5,636.69,0.034,182.56,46,9
62.6,633.67,0.164,183.7,47,9
62.7,633.2,0.153,183.44,45,9
62.8,630.59,0.162,184.06,46,9
62.9,627.87,0.109,183.91,47,9
63.0,627.93,0.056,183.55,46,9
63.1,626.93,0.111,184.01,44,9
63.2,630.1,0.02,183.5,44,9
63.3,630.14,0.116,184.17,47,9
63.4,629.31,0.076,183.45,47,9
63.5,627.67,0.098,184.58,44,9
63.6,630.42,0.128,185.53,47,9
63.7,631.99,0.032,184.78,48,9
63.8,635.25,0.05,185.47,48,9
63.9,634.86,0.072,185.4,44,9
64.0,638.72,0.188,185.87,48,9
64.1,640.45,0.163,186.71,49,9
64.2,643.48,0.107,186.16,45,9
64.3,643.51,0.088,187.08,48,9
64.4,645.95,0.039,187.46,47,9
64.5,650.58,0.2,186.8,47,9
64.6,654.97,0.174,187.88,44,9
64.7,655.13,0.175,188.47,48,9
64.8,657.8,0.052,187.82,47,9
64.9,658.46,0.175,188.62,47,9
65.0,660.17,0.153,188.97,49,9
65.1,661.7,0.066,189.11,48,9
65.2,661.31,0.149,188.74,49,9
65.3,662.51,0.207,189.62,44,9
65.4,663.08,0.25,190.79,47,9
65.5,664.21,0.166,191.18,48,9
65.6,666.94,0.123,191.7,48,9
65.7,666.44,0.161,190.96,44,9
65.8,671.24,0.084,190.71,47,9
65.9,671.55,0.18,191.33,44,9
66.0,670.61,0.191,192.02,46,9
66.1,669.71,0.198,191.65,48,9
66.2,668.53,0.128,192.06,46,9
66.3,670.27,0.078,192.89,45,9
66.4,675.16,0.169,192.55,46,9
66.5,676.62,0.084,193.66,44,9
66.6,681.19,0.141,192.99,46,9
66.7,685.26,0.092,192.83,45,9
66.8,688.87,0.245,193.56,48,9
66.9,688.45,0.1,194.14,49,9
67.0,687.25,0.162,195.03,44,9
67.1,685.97,0.154,195.61,48,9
67.2,689.86,0.202,196.48,49,9
67.3,692.17,0.224,196.42,44,9
67.4,691.81,0.219,196.2,45,9
67.5,692.6,0.226,196.45,49,9
67.6,694.58,0.178,196.88,45,9
67.7,693.15,0.27,197.29,46,9
67.8,691.88,0.188,196.42,49,9
67.9,694.1,0.222,196.11,44,9
68.0,697.06,0.177,196.01,48,9
68.1,698.18,0.287,195.8,46,9
68.2,700.87,0.21,196.19,49,9
68.3,704.71,0.308,196.35,46,9
68.4,708.89,0.195,196.78,47,9
68.5,711.08,0.156,195.85,47,9
68.6,711.14,0.226,196.41,46,9
68.7,709.52,0.276,196.96,45,9
68.8,714.17,0.147,197.71,46,9
68.9,715.08,0.23,197.19,48,9
69.0,714.69,0.226,197.22,45,9
69.1,716.84,0.253,196.72,47,9
69.2,715.23,0.307,197.16,47,9
69.3,713.27,0.345,198.09,49,9
69.4,714.26,0.211,198.96,48,9
69.5,712.06,0.235,198.86,44,9
69.6,714.06,0.179,198.81,48,9
