Time,Height,Resultant_acceleration,Resultant_velocity,AGC,classlabel
8.7,1402.83,0.248,263.37,51,1
8.8,1408.36,0.277,263.84,50,1
8.9,1414.67,0.265,264.23,46,1
9.0,1419.5,0.222,265.26,49,1
9.1,1426.08,0.236,265.94,51,1
9.2,1431.38,0.29,266.36,46,1
9.3,1437.5,0.226,266.93,49,1
9.4,1442.92,0.248,267.48,49,1
9.5,1448.95,0.271,267.96,47,1
9.6,1454.2,0.279,269.0,50,1
9.7,1459.45,0.233,269.58,51,1
9.8,1464.06,0.256,270.0,46,1
9.9,1469.04,0.28,270.97,50,1
10.0,1474.68,0.22,271.53,46,1
10.1,1478.92,0.242,271.78,46,1
10.2,1483.09,0.271,272.56,48,1
10.3,1487.88,0.223,273.11,47,1
10.4,1492.62,0.249,273.77,49,1
10.5,1497.88,0.27,274.67,46,1
10.6,1502.27,0.275,275.59,49,1
10.7,1507.11,0.257,276.32,50,1
10.8,1511.02,0.267,277.35,49,1
10.9,1516.44,0.236,278.23,48,1
11.0,1520.83,0.223,279.18,49,1
11.1,1525.97,0.203,279.7,50,1
11.2,1532.12,0.223,280.39,51,1
11.3,1538.22,0.223,281.25,51,1
11.4,1542.98,0.264,282.25,51,1
11.5,1547.55,0.241,282.73,51,1
11.6,1551.83,0.201,283.35,48,1
11.7,1557.85,0.245,283.66,48,1
11.8,1563.45,0.243,284.32,49,1
11.9,1569.0,0.227,284.91,51,1
12.0,1575.32,0.191,285.43,47,1
12.1,1580.99,0.195,286.47,48,1
12.2,1585.23,0.194,287.52,51,1
12.3,1589.3,0.195,288.15,51,1
12.4,1593.1,0.231,288.58,50,1
12.5,1599.24,0.19,289.54,46,1
12.6,1604.59,0.2,289.85,50,1
12.7,1610.89,0.193,290.59,48,1
12.8,1615.71,0.231,291.59,49,1
12.9,1619.58,0.238,292.2,51,1
13.0,1625.11,0.198,292.91,48,1
13.1,1631.11,0.194,293.34,46,1
13.2,1637.06,0.168,293.68,50,1
13.3,1640.58,0.184,294.58,48,1
13.4,1646.6,0.173,295.26,50,1
13.5,1651.66,0.236,295.74,50,1
13.6,1655.17,0.177,296.18,48,1
13.7,1661.08,0.185,296.91,48,1
13.8,1667.43,0.202,297.84,50,1
13.9,1672.93,0.231,298.13,46,1
14.0,1677.11,0.183,298.38,47,1
14.1,1682.36,0.211,299.43,51,1
14.2,1687.76,0.221,299.74,46,1
14.3,1692.35,0.204,300.61,51,1
14.4,1696.22,0.145,301.24,51,1
14.5,1700.15,0.201,301.83,46,1
14.6,1706.39,0.177,302.24,50,1
14.7,1710.65,0.214,302.7,50,1
14.8,1715.1,0.182,303.04,51,1
14.9,1719.9,0.147,303.49,47,1
15.0,1723.95,0.16,304.41,46,1
15.1,1728.03,0.167,305.23,49,1
15.2,1732.91,0.195,305.93,47,1
15.3,1736.68,0.173,306.8,49,1
15.4,1740.34,0.13,307.85,47,1
15.5,1745.62,0.144,308.58,47,1
15.6,1749.41,0.121,309.29,50,1
15.7,1753.84,0.161,310.28,49,1
15.8,1759.98,0.159,310.59,48,1
15.9,1765.78,0.15,311.16,46,1
16.0,1770.61,0.188,312.19,49,1
16.1,1774.92,0.146,312.91,49,1
16.2,1778.09,0.143,313.72,47,1
16.3,1781.71,0.169,314.67,47,1
16.4,1786.45,0.14,315.39,51,1
16.5,1790.4,0.124,316.2,46,1
16.6,1794.66,0.135,316.59,48,1
16.7,1798.98,0.154,317.35,51,1
16.8,1804.23,0.153,318.11,50,1
16.9,1807.82,0.105,318.85,48,1
17.0,1813.78,0.127,319.65,48,1
17.1,1817.85,0.164,320.08,48,1
17.2,1823.58,0.176,320.65,47,1
17.3,1828.71,0.161,320.97,46,1
17.4,1834.0,0.13,321.27,46,1
17.5,1839.03,0.107,322.25,50,1
17.6,1843.35,0.123,322.56,47,1
17.7,1846.85,0.113,323.55,48,1
17.8,1852.24,0.156,323.97,49,1
17.9,1857.11,0.093,324.59,49,1
18.0,1861.32,0.157,325.18,46,1
18.1,1864.65,0.093,326.15,51,1
18.2,1868.44,0.096,326.76,46,1
18.3,1872.86,0.147,327.18,48,1
18.4,1876.93,0.113,327.88,48,1
18.5,1881.65,0.1,328.87,47,1
18.6,1885.15,0.114,329.14,50,1
18.7,1889.44,0.096,329.58,49,1
18.8,1894.73,0.092,329.86,47,1
18.9,1899.96,0.15,330.51,51,1
19.0,1903.03,0.077,330.78,47,1
19.1,1906.71,0.145,331.56,49,1
19.2,1910.22,0.149,331.86,51,1
19.3,1914.82,0.099,332.66,47,1
19.4,1918.32,0.076,333.64,48,1
19.5,1922.59,0.117,334.29,51,1
19.6,1926.7,0.081,335.24,48,1
19.7,1931.62,0.147,335.5,49,1
19.8,1936.26,0.104,335.98,50,1
19.9,1939.64,0.141,336.82,49,1
20.0,1945.29,0.082,337.25,48,1
20.1,1948.56,0.145,337.74,48,1
20.2,1952.58,0.083,338.18,49,1
20.3,1956.54,0.101,339.02,50,1
20.4,1959.78,0.13,339.48,51,1
20.5,1964.6,0.083,340.11,49,1
20.6,1969.98,0.121,340.63,48,1
20.7,1974.7,0.091,340.9,51,1
20.8,1977.7,0.096,341.16,46,1
20.9,1980.85,0.118,342.05,46,1
21.0,1986.14,0.087,342.79,50,1
21.1,1989.58,0.103,343.81,51,1
21.2,1993.29,0.094,344.77,47,1
21.3,1997.64,0.142,345.76,46,1
21.4,2002.33,0.068,346.06,48,1
21.5,2007.48,0.117,346.92,46,1
21.6,2012.22,0.109,347.17,49,1
21.7,2014.67,0.075,348.01,51,1
21.8,2019.57,0.076,348.37,46,1
21.9,2024.98,0.126,348.7,48,1
22.0,2029.11,0.107,349.29,48,1
22.1,2032.39,0.112,349.71,48,1
22.2,2036.87,0.132,350.22,48,1
22.3,2041.52,0.121,350.59,50,1
22.4,2046.5,0.119,351.16,50,1
22.5,2051.53,0.136,352.14,51,1
22.6,2055.98,0.105,352.54,47,1
22.7,2060.8,0.113,352.9,49,1
22.8,2063.33,0.082,353.51,50,1
22.9,2067.88,0.11,353.86,50,1
23.0,2070.75,0.077,354.77,47,1
23.1,2073.16,0.088,355.15,47,1
23.2,2078.15,0.143,355.48,51,1
23.3,2082.67,0.102,356.11,49,1
23.4,2087.58,0.104,356.64,51,1
23.5,2090.41,0.083,357.59,46,1
23.6,2094.15,0.146,358.17,47,1
23.7,2096.6,0.114,359.18,48,1
23.8,2101.34,0.136,360.2,48,1
23.9,2105.74,0.143,361.11,49,1
24.0,2109.35,0.143,361.86,47,1
24.1,2114.08,0.138,362.58,50,1
24.2,2119.03,0.153,362.97,49,1
24.3,2122.51,0.131,363.91,46,1
24.4,2126.4,0.134,364.32,46,1
24.5,2129.76,0.093,365.09,51,1
24.6,2132.14,0.123,365.67,46,1
24.7,2136.75,0.099,366.11,51,1
24.8,2139.77,0.155,366.61,49,1
24.9,2143.09,0.145,367.24,47,1
25.0,2145.42,0.108,367.65,50,1
25.1,2149.67,0.097,368.02,48,1
25.2,2152.74,0.166,368.44,51,1
25.3,2155.55,0.124,368.74,46,1
25.4,2160.15,0.111,369.4,50,1
25.5,2164.77,0.116,369.84,47,1
25.6,2167.23,0.14,370.43,49,1
25.7,2170.29,0.151,371.38,48,1
25.8,2172.55,0.129,371.92,46,1
25.9,2175.05,0.108,372.55,46,1
26.0,2178.73,0.106,373.18,48,1
26.1,2182.28,0.172,373.73,46,1
26.2,2184.9,0.148,374.08,50,1
26.3,2188.26,0.145,375.02,48,1
26.4,2191.37,0.165,375.67,46,1
26.5,2194.44,0.136,376.12,47,1
26.6,2198.37,0.176,376.92,48,1
26.7,2203.3,0.182,377.78,48,1
26.8,2208.15,0.191,378.41,47,1
26.9,2210.28,0.143,378.84,51,1
27.0,2215.28,0.148,379.89,47,1
27.1,2219.48,0.139,380.66,51,1
27.2,2224.4,0.177,381.13,49,1
27.3,2226.53,0.185,381.91,49,1
27.4,2228.7,0.192,382.66,47,1
27.5,2232.96,0.193,383.08,51,1
27.6,2236.76,0.18,383.96,49,1
27.7,2241.29,0.206,384.88,50,1
27.8,2245.9,0.185,385.42,49,1
27.9,2249.07,0.152,385.91,49,1
28.0,2252.49,0.186,386.51,48,1
28.1,2255.75,0.185,387.3,47,1
28.2,2259.18,0.169,387.63,51,1
28.3,2263.05,0.2,388.59,46,1
28.4,2265.1,0.155,388.86,48,1
28.5,2269.67,0.167,389.42,48,1
28.6,2272.27,0.152,390.18,51,1
28.7,2276.83,0.21,390.65,49,1
28.8,2279.09,0.165,391.45,50,1
28.9,2283.49,0.191,392.32,47,1
29.0,2286.16,0.184,393.22,48,1
29.1,2289.09,0.177,393.96,46,1
29.2,2291.87,0.22,394.58,51,1
29.3,2296.48,0.204,395.18,50,1
29.4,2299.32,0.24,396.14,51,1
29.5,2303.78,0.184,396.81,47,1
29.6,2307.62,0.239,397.12,46,1
29.7,2311.12,0.217,397.87,47,1
29.8,2315.35,0.234,398.52,46,1
29.9,2319.95,0.233,399.3,48,1
30.0,2323.44,0.189,399.91,49,1
30.1,2325.73,0.186,400.45,50,1
30.2,2328.37,0.242,400.74,46,1
30.3,2330.41,0.251,401.09,46,1
30.4,2333.57,0.259,401.76,47,1
30.5,2336.27,0.206,402.28,46,1
30.6,2340.0,0.187,402.56,48,1
30.7,2343.04,0.186,403.16,48,1
30.8,2346.83,0.25,403.49,50,1
30.9,2350.7,0.247,404.49,50,1
31.0,2354.38,0.238,405.51,47,1
31.1,2357.28,0.213,405.88,46,1
31.2,2359.47,0.216,406.88,46,1
31.3,2362.85,0.253,407.28,47,1
31.4,2365.82,0.252,407.59,49,1
31.5,2367.98,0.203,408.01,48,1
31.6,2371.82,0.249,408.78,49,1
31.7,2374.74,0.261,409.31,46,1
31.8,2378.63,0.208,410.34,48,1
31.9,2381.22,0.255,410.9,50,1
32.0,2384.56,0.255,411.42,48,1
32.1,2388.06,0.238,411.9,51,1
32.2,2391.54,0.273,412.5,46,1
32.3,2393.94,0.271,413.27,50,1
32.4,2398.32,0.263,414.08,47,1
32.5,2402.32,0.281,414.41,48,1
32.6,2406.43,0.282,414.75,46,1
32.7,2410.96,0.259,415.17,49,1
32.8,2415.44,0.234,415.46,47,1
32.9,2419.33,0.27,415.79,49,1
33.0,2421.6,0.289,416.49,51,1
33.1,2426.51,0.267,417.33,49,1
33.2,2431.62,0.287,417.68,50,1
33.3,2436.15,0.246,418.18,46,1
33.4,2439.28,0.245,418.83,47,1
33.5,2443.42,0.252,419.45,51,1
33.6,2448.06,0.255,420.27,49,1
33.7,2452.47,0.232,420.68,49,1
33.8,2456.66,0.253,421.35,49,1
33.9,2459.71,0.252,421.95,50,1
34.0,2463.79,0.285,422.31,51,1
34.1,2466.32,0.295,422.88,46,1
34.2,2470.03,0.251,423.39,49,1
34.3,2473.22,0.287,423.75,51,1
34.4,2475.76,0.243,424.58,46,1
34.5,2478.79,0.268,425.04,49,1
34.6,2483.81,0.23,425.54,46,1
34.7,2487.96,0.23,426.5,48,1
34.8,2493.04,0.235,427.47,48,1
34.9,2497.72,0.29,428.0,50,1
35.0,2502.68,0.234,428.83,49,1
35.1,2507.27,0.23,429.72,46,1
35.2,2510.61,0.239,430.2,46,1
35.3,2515.56,0.269,430.86,47,1
35.4,2519.89,0.253,431.49,48,1
35.5,2525.36,0.267,432.18,48,1
35.6,2528.74,0.281,433.07,50,1
35.7,2532.71,0.285,433.64,46,1
35.8,2536.86,0.227,434.57,48,1
35.9,2539.79,0.259,435.59,50,1
36.0,2544.29,0.274,436.3,46,1
36.1,2547.78,0.25,437.17,48,1
36.2,2550.8,0.231,437.5,48,1
36.3,2555.04,0.276,437.83,46,1
36.4,2560.26,0.301,438.25,51,1
36.5,2564.54,0.291,438.52,48,1
36.6,2568.03,0.234,438.86,46,1
36.7,2571.5,0.242,439.6,50,1
36.8,2575.15,0.227,439.9,50,1
36.9,2580.11,0.233,440.95,47,1
37.0,2585.58,0.258,441.24,47,1
37.1,2590.53,0.231,441.53,51,1
37.2,2594.71,0.226,442.15,51,1
37.3,2598.09,0.267,442.59,50,1
37.4,2602.34,0.258,443.37,50,1
37.5,2607.49,0.258,444.17,51,1
37.6,2612.28,0.289,445.14,47,1
37.7,2617.34,0.27,445.83,48,1
37.8,2622.33,0.265,446.75,47,1
37.9,2625.3,0.214,447.39,46,1
38.0,2630.78,0.221,448.23,48,1
38.1,2635.34,0.241,449.15,46,1
38.2,2639.4,0.264,449.55,50,1
38.3,2642.42,0.259,450.54,46,1
38.4,2648.24,0.275,451.56,51,1
38.5,2651.86,0.28,452.26,51,1
38.6,2654.83,0.254,453.0,46,1
38.7,2660.26,0.26,454.01,51,1
38.8,2663.69,0.277,455.04,51,1
38.9,2669.26,0.273,455.45,51,1
39.0,2672.35,0.202,456.43,48,1
39.1,2675.48,0.227,457.02,51,1
39.2,2680.51,0.248,457.48,49,1
39.3,2685.05,0.272,457.84,51,1
39.4,2691.05,0.232,458.21,47,1
39.5,2695.07,0.197,458.83,47,1
39.6,2700.11,0.271,459.31,47,1
39.7,2704.77,0.268,460.19,47,1
39.8,2708.95,0.253,461.22,47,1
39.9,2714.9,0.218,461.64,46,1
40.0,2720.95,0.255,462.22,51,1
40.1,2724.22,0.186,463.23,50,1
40.2,2728.33,0.187,463.61,48,1
40.3,2734.28,0.258,464.45,50,1
40.4,2737.58,0.21,465.14,50,1
40.5,2742.32,0.233,466.08,46,1
40.6,2746.8,0.201,466.35,46,1
40.7,2751.97,0.196,467.25,46,1
40.8,2755.18,0.195,467.9,46,1
40.9,2760.51,0.236,468.6,50,1
41.0,2764.75,0.215,469.24,51,1
41.1,2768.56,0.213,470.2,50,1
41.2,2773.97,0.235,470.61,47,1
41.3,2777.61,0.202,470.94,49,1
41.4,2781.5,0.196,471.94,46,1
41.5,2786.77,0.203,472.86,51,1
41.6,2791.69,0.23,473.71,48,1
41.7,2795.85,0.164,474.21,50,1
41.8,2799.29,0.167,474.63,50,1
41.9,2803.88,0.204,474.95,47,1
42.0,2808.83,0.223,475.72,51,1
42.1,2814.53,0.216,476.32,50,1
42.2,2819.16,0.153,476.59,48,1
42.3,2825.13,0.194,476.9,51,1
42.4,2830.84,0.155,477.43,51,1
42.5,2835.87,0.22,478.04,46,1
42.6,2839.35,0.168,478.7,46,1
42.7,2843.78,0.193,479.29,48,1
42.8,2849.9,0.152,480.02,47,1
42.9,2854.4,0.16,481.04,48,1
43.0,2859.85,0.156,481.31,47,1
43.1,2863.4,0.162,482.36,48,1
43.2,2867.85,0.152,483.27,47,1
43.3,2873.97,0.173,484.11,46,1
43.4,2879.09,0.199,484.46,50,1
43.5,2884.06,0.135,485.15,46,1
43.6,2887.92,0.152,485.72,51,1
43.7,2891.98,0.18,486.59,49,1
43.8,2898.23,0.144,487.18,49,1
43.9,2903.76,0.192,487.85,50,1
44.0,2908.79,0.189,488.11,51,1
44.1,2914.29,0.189,488.89,51,1
44.2,2919.28,0.169,489.56,46,1
44.3,2924.42,0.133,490.24,50,1
44.4,2929.88,0.179,490.65,48,1
44.5,2935.81,0.178,491.19,46,1
44.6,2940.57,0.132,491.58,51,1
44.7,2945.22,0.138,492.26,47,1
44.8,2951.01,0.109,492.67,46,1
44.9,2957.53,0.181,493.62,46,1
45.0,2963.68,0.169,494.66,49,1
45.1,2970.11,0.172,495.11,48,1
45.2,2976.42,0.11,495.52,51,1
45.3,2980.36,0.174,496.34,50,1
45.4,2986.37,0.129,497.11,46,1
45.5,2990.88,0.114,497.99,51,1
45.6,2997.14,0.123,498.6,47,1
45.7,3002.31,0.123,499.37,48,1
45.8,3007.72,0.113,499.98,47,1
45.9,3011.5,0.098,500.73,51,1
46.0,3017.47,0.107,501.65,50,1
46.1,3022.87,0.139,502.27,50,1
46.2,3027.32,0.106,502.63,51,1
46.3,3033.09,0.104,503.43,47,1
46.4,3038.05,0.106,503.87,50,1
46.5,3042.39,0.098,504.74,50,1
46.6,3048.95,0.091,505.4,50,1
46.7,3054.21,0.105,506.03,47,1
46.8,3059.44,0.124,506.48,47,1
46.9,3064.71,0.133,507.32,51,1
47.0,3070.81,0.079,507.68,50,1
47.1,3076.02,0.088,507.97,46,1
47.2,3082.54,0.133,509.02,47,1
47.3,3088.85,0.079,509.5,49,1
47.4,3093.03,0.078,510.3,48,1
47.5,3097.61,0.104,511.06,51,1
47.6,3102.65,0.093,511.49,48,1
47.7,3108.73,0.087,512.23,49,1
47.8,3114.14,0.096,512.67,48,1
47.9,3118.44,0.091,513.5,46,1
48.0,3123.02,0.092,513.85,46,1
48.1,3127.29,0.08,514.36,47,1
48.2,3131.16,0.147,514.97,46,1
48.3,3135.96,0.097,515.23,46,1
48.4,3141.77,0.121,515.58,46,1
48.5,3145.58,0.13,516.59,49,1
48.6,3150.9,0.137,517.55,47,1
48.7,3154.74,0.134,518.4,50,1
48.8,3161.3,0.072,518.88,50,1
48.9,3165.15,0.071,519.45,46,1
49.0,3170.01,0.086,520.12,48,1
49.1,3175.19,0.079,520.98,49,1
49.2,3179.78,0.127,521.88,50,1
49.3,3185.11,0.099,522.48,46,1
49.4,3190.69,0.095,523.41,47,1
49.5,3195.55,0.086,523.73,46,1
49.6,3201.91,0.12,524.03,46,1
49.7,3205.96,0.072,524.32,50,1
49.8,3210.57,0.122,525.06,51,1
49.9,3216.48,0.142,525.7,46,1
50.0,3221.02,0.132,526.03,50,1
50.1,3226.39,0.069,526.73,50,1
50.2,3230.61,0.076,527.41,48,1
50.3,3234.96,0.1,527.89,49,1
50.4,3239.31,0.076,528.41,46,1
50.5,3245.08,0.123,529.28,49,1
50.6,3251.39,0.085,529.66,47,1
50.7,3256.95,0.118,530.62,49,1
50.8,3263.12,0.125,531.47,50,1
50.9,3266.96,0.126,531.99,50,1
51.0,3272.23,0.086,532.43,49,1
51.1,3276.61,0.089,533.32,48,1
51.2,3281.38,0.106,533.59,50,1
51.3,3285.76,0.077,534.35,50,1
51.4,3291.79,0.081,535.02,47,1
51.5,3298.18,0.095,535.45,49,1
51.6,3302.21,0.081,536.4,47,1
51.7,3305.95,0.115,536.81,51,1
51.8,3310.21,0.132,537.63,47,1
51.9,3314.73,0.081,538.12,51,1
52.0,3318.4,0.09,538.75,48,1
52.1,3322.25,0.14,539.44,46,1
52.2,3328.53,0.083,540.39,47,1
52.3,3332.82,0.139,541.01,50,1
52.4,3336.27,0.09,541.45,46,1
52.5,3341.56,0.15,541.97,48,1
52.6,3347.69,0.098,542.63,51,1
52.7,3353.05,0.13,543.52,46,1
52.8,3358.77,0.108,543.79,49,1
52.9,3363.33,0.15,544.84,48,1
53.0,3368.24,0.11,545.68,48,1
53.1,3371.88,0.095,545.98,51,1
53.2,3375.95,0.148,546.65,47,1
53.3,3381.52,0.127,547.5,51,1
53.4,3386.53,0.118,548.14,48,1
53.5,3391.43,0.127,549.16,48,1
53.6,3395.1,0.147,549.66,47,1
53.7,3398.8,0.16,550.7,48,1
53.8,3402.61,0.155,551.63,49,1
53.9,3408.38,0.147,552.38,46,1
54.0,3413.9,0.105,553.33,48,1
54.1,3418.64,0.17,553.81,46,1
54.2,3422.03,0.133,554.39,49,1
54.3,3426.79,0.121,554.89,49,1
54.4,3432.69,0.183,555.86,47,1
54.5,3438.39,0.184,556.47,50,1
54.6,3441.97,0.168,557.08,49,1
54.7,3446.08,0.158,557.96,47,1
54.8,3450.6,0.14,558.81,46,1
54.9,3455.37,0.183,559.72,51,1
55.0,3460.8,0.156,560.57,48,1
55.1,3464.28,0.132,561.23,50,1
55.2,3468.45,0.144,561.9,48,1
55.3,3473.1,0.159,562.79,49,1
55.4,3477.33,0.155,563.6,51,1
55.5,3482.61,0.172,564.13,48,1
55.6,3486.08,0.166,564.52,49,1
55.7,3491.07,0.149,564.94,46,1
55.8,3495.24,0.196,565.52,49,1
55.9,3500.06,0.156,566.05,50,1
56.0,3503.14,0.185,566.87,46,1
56.1,3506.01,0.156,567.66,47,1
56.2,3510.3,0.184,568.58,49,1
56.3,3513.39,0.169,569.55,48,1
56.4,3518.71,0.157,570.53,50,1
56.5,3522.37,0.149,570.81,49,1
56.6,3527.37,0.151,571.82,48,1
56.7,3532.71,0.203,572.64,48,1
56.8,3535.64,0.15,573.16,50,1
56.9,3539.89,0.171,574.16,47,1
57.0,3545.54,0.177,575.07,51,1
57.1,3550.88,0.191,575.84,50,1
57.2,3554.73,0.21,576.26,47,1
57.3,3557.97,0.184,577.12,47,1
57.4,3561.38,0.214,577.44,48,1
57.5,3566.79,0.165,577.79,46,1
57.6,3569.57,0.175,578.33,50,1
57.7,3572.3,0.2,579.13,47,1
57.8,3576.77,0.221,579.55,46,1
57.9,3580.42,0.238,579.85,48,1
58.0,3584.74,0.192,580.26,50,1
58.1,3589.62,0.197,580.52,50,1
58.2,3593.18,0.234,580.85,51,1
58.3,3596.18,0.225,581.53,49,1
58.4,3601.45,0.216,582.32,50,1
58.5,3605.31,0.256,582.64,50,1
58.6,3609.59,0.237,583.31,51,1
58.7,3612.59,0.194,584.26,47,1
58.8,3616.74,0.219,584.71,47,1
58.9,3621.14,0.227,585.23,50,1
59.0,3624.46,0.201,585.49,49,1
59.1,3629.22,0.262,586.02,49,1
59.2,3632.52,0.199,586.79,50,1
59.3,3637.11,0.218,587.21,50,1
59.4,3642.17,0.207,588.25,51,1
59.5,3645.39,0.224,589.27,51,1
59.6,3650.01,0.249,589.83,48,1
59.7,3652.67,0.273,590.7,47,1
59.8,3656.41,0.254,591.53,50,1
59.9,3659.42,0.24,592.42,50,1
60.0,3663.93,0.236,592.85,46,1
60.1,3668.89,0.25,593.52,49,1
60.2,3671.92,0.248,594.0,51,1
60.3,3676.75,0.246,595.03,48,1
60.4,3680.79,0.274,596.06,46,1
60.5,3684.33,0.257,597.05,49,1
60.6,3687.45,0.218,597.98,51,1
60.7,3692.72,0.255,598.45,46,1
60.8,3697.93,0.221,598.9,47,1
60.9,3700.54,0.226,599.91,46,1
61.0,3705.71,0.247,600.55,50,1
61.1,3710.61,0.286,601.18,47,1
61.2,3713.67,0.271,601.74,47,1
61.3,3717.95,0.267,602.02,49,1
61.4,3722.81,0.244,602.55,47,1
61.5,3727.73,0.255,603.37,46,1
61.6,3731.89,0.293,603.99,50,1
61.7,3736.93,0.261,604.66,50,1
61.8,3741.54,0.243,605.31,48,1
61.9,3746.08,0.266,606.03,50,1
62.0,3751.26,0.285,606.39,48,1
62.1,3755.51,0.292,606.75,46,1
62.2,3759.7,0.251,607.38,49,1
62.3,3761.9,0.291,608.39,46,1
62.4,3766.73,0.295,608.96,46,1
62.5,3768.89,0.26,609.56,46,1
62.6,3771.06,0.257,610.11,48,1
62.7,3774.39,0.288,610.87,48,1
62.8,3776.77,0.288,611.86,47,1
62.9,3781.58,0.277,612.74,46,1
63.0,3783.95,0.288,613.77,47,1
63.1,3787.7,0.291,614.08,47,1
63.2,3792.55,0.282,614.74,50,1
63.3,3795.45,0.226,615.39,51,1
63.4,3797.55,0.266,616.42,46,1
63.5,3801.15,0.265,617.37,51,1
63.6,3803.48,0.248,618.34,49,1
63.7,3807.69,0.287,618.95,50,1
63.8,3810.99,0.269,619.43,47,1
63.9,3813.2,0.256,620.37,46,1
64.0,3816.42,0.233,620.82,46,1
64.1,3820.93,0.229,621.27,48,1
64.2,3824.94,0.263,621.69,51,1
64.3,3827.56,0.275,622.08,51,1
64.4,3830.58,0.24,622.63,51,1
64.5,3832.77,0.285,623.5,49,1
64.6,3837.65,0.229,624.06,48,1
64.7,3840.37,0.291,624.7,46,1
64.8,3845.15,0.228,625.56,47,1
64.9,3849.78,0.28,626.25,51,1
65.0,3853.03,0.272,627.09,46,1
65.1,3856.65,0.296,627.62,51,1
65.2,3859.81,0.275,628.43,51,1
65.3,3864.15,0.233,628.98,48,1
65.4,3868.47,0.246,629.68,47,1
65.5,3873.18,0.256,630.57,48,1
65.6,3875.28,0.228,631.48,46,1
65.7,3878.18,0.265,632.42,49,1
65.8,3882.52,0.248,632.93,49,1
65.9,3884.54,0.227,633.73,47,1
66.0,3887.34,0.281,634.04,49,1
66.1,3892.09,0.225,634.39,49,1
66.2,3894.38,0.241,634.88,46,1
66.3,3897.05,0.241,635.57,47,1
