Time,Height,Resultant_acceleration,Resultant_velocity,AGC,classlabel
24.0,2276.42,0.118,414.21,46,5
24.1,2279.64,0.144,415.11,45,5
24.2,2283.4,0.175,416.23,48,5
24.3,2288.56,0.166,417.37,48,5
24.4,2291.57,0.168,418.07,48,5
24.5,2294.29,0.113,418.71,46,5
24.6,2298.8,0.141,419.57,45,5
24.7,2302.65,0.091,420.29,49,5
24.8,2307.49,0.167,421.01,46,5
24.9,2311.64,0.12,421.59,49,5
25.0,2315.42,0.155,422.5,47,5
25.1,2319.98,0.098,423.6,45,5
25.2,2323.53,0.122,424.14,47,5
25.3,2326.87,0.137,424.99,47,5
25.4,2330.73,0.098,425.93,46,5
25.5,2334.56,0.13,426.56,46,5
25.6,2337.97,0.097,427.64,46,5
25.7,2342.89,0.078,428.71,48,5
25.8,2346.25,0.155,429.12,46,5
25.9,2350.63,0.102,430.25,46,5
26.0,2355.47,0.083,430.87,48,5
26.1,2360.09,0.101,431.83,46,5
26.2,2363.81,0.12,432.25,47,5
26.3,2366.52,0.083,433.12,46,5
26.4,2369.66,0.115,433.81,49,5
26.5,2373.5,0.116,434.74,46,5
26.6,2378.84,0.078,435.22,47,5
26.7,2382.6,0.11,436.08,48,5
26.8,2385.87,0.096,436.97,49,5
26.9,2389.67,0.097,437.45,47,5
27.0,2394.91,0.099,438.06,45,5
27.1,2399.67,0.157,438.69,49,5
27.2,2402.04,0.117,439.46,49,5
27.3,2405.68,0.072,440.4,49,5
27.4,2408.99,0.091,441.0,49,5
27.5,2412.35,0.156,442.02,46,5
27.6,2417.1,0.113,442.68,46,5
27.7,2422.31,0.096,443.52,48,5
27.8,2427.37,0.114,444.48,47,5
27.9,2430.46,0.157,445.42,46,5
28.0,2435.39,0.106,445.87,45,5
28.1,2440.07,0.148,446.7,46,5
28.2,2443.91,0.094,447.57,47,5
28.3,2446.43,0.157,448.69,49,5
28.4,2450.9,0.156,449.83,48,5
28.5,2456.05,0.142,450.65,45,5
28.6,2458.28,0.106,451.77,48,5
28.7,2462.93,0.123,452.2,47,5
28.8,2466.61,0.072,453.06,45,5
28.9,2470.08,0.113,453.84,45,5
29.0,2474.25,0.097,454.25,46,5
29.1,2478.0,0.131,454.94,48,5
29.2,2481.91,0.152,455.83,48,5
29.3,2484.24,0.097,456.73,45,5
29.4,2487.05,0.097,457.19,45,5
29.5,2490.88,0.081,457.97,48,5
29.6,2495.61,0.073,459.02,48,5
29.7,2498.6,0.143,460.0,45,5
29.8,2501.35,0.121,461.13,45,5
29.9,2506.26,0.087,461.89,46,5
30.0,2509.5,0.11,462.9,45,5
30.1,2512.84,0.147,463.79,49,5
30.2,2517.43,0.158,464.63,47,5
30.3,2520.43,0.144,465.54,46,5
30.4,2525.37,0.138,466.65,45,5
30.5,2529.02,0.118,467.48,46,5
30.6,2532.52,0.11,468.5,46,5
30.7,2535.25,0.157,469.42,47,5
30.8,2539.56,0.102,469.85,45,5
30.9,2542.87,0.121,470.31,47,5
31.0,2546.31,0.105,471.41,45,5
31.1,2550.74,0.147,472.43,48,5
31.2,2555.66,0.099,472.96,46,5
31.3,2560.29,0.12,473.55,47,5
31.4,2564.19,0.133,474.45,47,5
31.5,2567.58,0.158,475.1,49,5
31.6,2570.99,0.128,476.27,48,5
31.7,2573.55,0.141,477.12,46,5
31.8,2576.61,0.149,477.54,48,5
31.9,2580.51,0.146,478.65,47,5
32.0,2584.26,0.084,479.2,47,5
32.1,2587.76,0.133,479.97,48,5
32.2,2592.16,0.101,481.0,46,5
32.3,2595.42,0.126,481.7,46,5
32.4,2598.31,0.124,482.51,45,5
32.5,2600.76,0.138,483.2,46,5
32.6,2604.19,0.136,483.81,48,5
32.7,2609.02,0.115,484.38,48,5
32.8,2613.28,0.178,485.18,46,5
32.9,2617.62,0.169,486.19,49,5
33.0,2621.06,0.176,487.15,48,5
33.1,2625.63,0.092,488.15,47,5
33.2,2628.45,0.157,489.03,46,5
33.3,2630.82,0.149,490.16,47,5
33.4,2633.24,0.134,490.89,47,5
33.5,2635.39,0.17,491.4,45,5
33.6,2638.09,0.175,492.31,46,5
33.7,2642.31,0.165,493.37,45,5
33.8,2645.76,0.132,494.06,47,5
33.9,2650.06,0.161,495.04,47,5
34.0,2653.02,0.183,496.11,46,5
34.1,2657.71,0.133,496.9,47,5
34.2,2662.3,0.187,497.97,46,5
34.3,2664.17,0.13,499.03,46,5
34.4,2668.71,0.164,499.58,49,5
34.5,2671.62,0.188,500.25,49,5
34.6,2676.4,0.137,501.45,46,5
34.7,2680.47,0.161,502.63,48,5
34.8,2683.36,0.172,503.69,49,5
34.9,2685.95,0.134,504.58,46,5
35.0,2690.06,0.145,505.04,49,5
35.1,2692.33,0.118,505.6,45,5
35.2,2695.76,0.177,506.17,47,5
35.3,2699.87,0.114,507.26,45,5
35.4,2704.61,0.141,508.05,45,5
35.5,2707.48,0.114,508.83,48,5
35.6,2709.51,0.15,509.67,46,5
35.7,2713.47,0.178,510.58,49,5
35.8,2717.62,0.172,511.5,48,5
35.9,2720.02,0.204,512.49,45,5
36.0,2723.45,0.197,513.45,45,5
36.1,2727.86,0.179,514.19,48,5
36.2,2732.23,0.205,515.01,46,5
36.3,2734.27,0.154,515.84,45,5
36.4,2737.27,0.173,516.4,45,5
36.5,2739.35,0.142,517.07,48,5
36.6,2741.19,0.18,517.92,49,5
36.7,2743.21,0.193,518.93,47,5
36.8,2745.26,0.132,519.84,46,5
36.9,2749.79,0.17,520.85,45,5
37.0,2753.47,0.142,521.89,46,5
37.1,2756.13,0.221,522.75,45,5
37.2,2760.88,0.166,523.38,48,5
37.3,2764.27,0.178,523.79,45,5
37.4,2768.08,0.178,524.26,48,5
37.5,2772.66,0.219,524.82,47,5
37.6,2777.42,0.141,525.75,49,5
37.7,2780.91,0.154,526.78,46,5
37.8,2783.19,0.204,527.9,46,5
37.9,2786.15,0.156,528.48,45,5
38.0,2790.52,0.226,529.04,48,5
38.1,2793.72,0.145,530.03,46,5
38.2,2797.37,0.146,530.79,49,5
38.3,2801.7,0.16,531.81,45,5
38.4,2805.52,0.228,532.24,45,5
38.5,2809.77,0.218,533.22,45,5
38.6,2812.52,0.153,533.72,45,5
38.7,2815.06,0.22,534.48,46,5
38.8,2818.48,0.218,535.34,47,5
38.9,2820.8,0.224,536.28,48,5
39.0,2822.96,0.197,537.23,46,5
39.1,2827.43,0.157,538.19,45,5
39.2,2829.29,0.219,539.16,48,5
39.3,2831.11,0.23,540.3,46,5
39.4,2835.78,0.202,541.12,48,5
39.5,2839.33,0.212,542.03,45,5
39.6,2841.25,0.202,543.11,45,5
39.7,2843.2,0.248,543.63,49,5
39.8,2846.86,0.175,544.61,46,5
39.9,2850.09,0.196,545.66,48,5
40.0,2853.67,0.214,546.47,45,5
40.1,2855.64,0.182,547.29,47,5
40.2,2858.69,0.203,548.36,47,5
40.3,2860.62,0.184,549.35,46,5
40.4,2865.18,0.252,550.18,49,5
40.5,2869.84,0.24,550.92,46,5
40.6,2872.22,0.252,551.97,46,5
40.7,2874.87,0.176,553.14,47,5
40.8,2879.55,0.24,554.29,45,5
40.9,2884.23,0.258,554.89,46,5
41.0,2888.3,0.185,555.6,48,5
41.1,2890.43,0.209,556.67,47,5
41.2,2893.19,0.237,557.63,46,5
41.3,2897.21,0.195,558.2,45,5
41.4,2899.93,0.218,558.81,45,5
41.5,2904.13,0.258,559.79,46,5
41.6,2907.73,0.236,560.19,48,5
41.7,2912.51,0.186,560.75,45,5
41.8,2914.48,0.25,561.6,46,5
41.9,2918.24,0.236,562.77,49,5
42.0,2920.65,0.246,563.67,49,5
42.1,2923.29,0.192,564.35,45,5
42.2,2925.53,0.195,564.94,47,5
42.3,2929.02,0.273,565.96,46,5
42.4,2933.35,0.224,566.51,46,5
42.5,2935.34,0.265,567.66,48,5
42.6,2940.04,0.238,568.12,45,5
42.7,2944.56,0.273,568.76,48,5
42.8,2948.32,0.236,569.45,48,5
42.9,2951.15,0.263,570.28,45,5
43.0,2955.58,0.203,571.31,46,5
43.1,2958.64,0.214,571.81,47,5
43.2,2962.84,0.266,572.27,46,5
43.3,2967.42,0.216,573.3,45,5
43.4,2971.59,0.2,574.21,47,5
43.5,2975.49,0.23,575.31,47,5
43.6,2978.36,0.216,576.01,46,5
43.7,2981.63,0.215,576.41,49,5
43.8,2983.92,0.223,577.24,49,5
43.9,2987.42,0.243,578.19,48,5
44.0,2989.72,0.255,578.65,48,5
44.1,2994.54,0.262,579.57,45,5
44.2,2997.38,0.28,580.76,45,5
44.3,3001.48,0.249,581.63,46,5
44.4,3004.68,0.203,582.37,48,5
44.5,3008.76,0.26,583.01,46,5
44.6,3013.09,0.28,583.63,46,5
44.7,3015.16,0.221,584.07,45,5
44.8,3019.17,0.264,584.68,46,5
44.9,3021.84,0.241,585.85,49,5
45.0,3024.24,0.207,586.4,48,5
45.1,3028.91,0.27,587.02,49,5
45.2,3031.57,0.259,587.59,45,5
45.3,3035.45,0.272,588.56,48,5
45.4,3040.31,0.232,589.7,48,5
45.5,3044.28,0.231,590.59,48,5
45.6,3046.81,0.229,591.54,49,5
45.7,3050.08,0.235,592.62,48,5
45.8,3052.51,0.253,593.75,47,5
45.9,3055.52,0.281,594.48,49,5
46.0,3058.77,0.25,595.29,47,5
46.1,3063.58,0.269,596.38,49,5
46.2,3066.35,0.292,597.37,46,5
46.3,3070.55,0.292,598.52,48,5
46.4,3073.16,0.223,599.17,47,5
46.5,3077.54,0.228,599.57,48,5
46.6,3080.77,0.277,600.3,47,5
46.7,3083.05,0.232,600.74,46,5
46.8,3087.63,0.236,601.34,49,5
46.9,3091.5,0.217,602.2,48,5
47.0,3096.56,0.263,603.28,47,5
47.1,3099.53,0.249,604.16,47,5
47.2,3101.88,0.228,605.2,47,5
47.3,3106.48,0.283,605.74,49,5
47.4,3111.0,0.227,606.34,49,5
47.5,3114.85,0.268,607.12,47,5
47.6,3119.9,0.222,607.73,48,5
47.7,3123.58,0.248,608.34,46,5
47.8,3127.63,0.263,609.17,45,5
47.9,3129.98,0.283,610.03,45,5
48.0,3132.77,0.267,610.56,47,5
48.1,3137.92,0.294,611.51,49,5
48.2,3140.3,0.217,612.47,47,5
48.3,3144.17,0.214,613.14,49,5
48.4,3147.77,0.248,613.6,49,5
48.5,3152.49,0.241,614.31,45,5
48.6,3156.29,0.236,615.35,49,5
48.7,3159.3,0.235,615.91,47,5
48.8,3162.61,0.234,616.52,47,5
48.9,3167.19,0.245,616.98,49,5
49.0,3170.55,0.26,617.61,49,5
49.1,3175.69,0.271,618.17,45,5
49.2,3178.74,0.279,618.93,49,5
49.3,3182.31,0.271,619.51,47,5
49.4,3186.72,0.271,620.32,46,5
49.5,3189.37,0.279,621.39,47,5
49.6,3192.8,0.264,621.94,46,5
49.7,3196.72,0.289,622.44,48,5
49.8,3201.02,0.289,623.45,46,5
49.9,3204.29,0.275,623.93,45,5
50.0,3207.43,0.21,624.91,48,5
50.1,3212.91,0.248,625.82,45,5
50.2,3217.99,0.233,626.99,49,5
50.3,3220.59,0.219,628.16,47,5
50.4,3224.0,0.231,629.16,47,5
50.5,3229.25,0.241,630.04,49,5
50.6,3232.83,0.273,631.05,46,5
50.7,3237.17,0.259,632.06,47,5
50.8,3239.72,0.234,633.13,46,5
50.9,3244.58,0.246,634.29,46,5
51.0,3247.91,0.217,635.49,47,5
51.1,3250.59,0.21,635.9,45,5
51.2,3254.46,0.196,636.51,49,5
51.3,3259.83,0.281,636.95,45,5
51.4,3264.77,0.232,637.94,48,5
51.5,3269.07,0.262,638.94,48,5
51.6,3274.09,0.257,639.7,49,5
51.7,3277.73,0.251,640.15,49,5
51.8,3280.88,0.197,641.04,47,5
51.9,3283.66,0.279,641.82,45,5
52.0,3289.22,0.259,642.55,48,5
52.1,3293.37,0.202,643.18,46,5
52.2,3297.77,0.22,644.01,49,5
52.3,3300.51,0.227,644.71,48,5
52.4,3303.64,0.228,645.9,48,5
52.5,3308.51,0.256,646.7,47,5
52.6,3313.26,0.216,647.33,45,5
52.7,3318.82,0.229,648.19,48,5
52.8,3322.34,0.196,649.25,49,5
52.9,3325.17,0.2,650.19,46,5
53.0,3330.19,0.236,650.76,49,5
53.1,3334.53,0.222,651.39,47,5
53.2,3337.99,0.267,651.83,49,5
53.3,3341.92,0.231,652.53,45,5
53.4,3347.13,0.196,653.65,45,5
53.5,3350.92,0.256,654.71,48,5
53.6,3355.93,0.212,655.72,47,5
53.7,3361.42,0.233,656.55,49,5
53.8,3366.25,0.212,657.65,46,5
53.9,3370.93,0.253,658.49,45,5
54.0,3376.3,0.248,659.06,47,5
54.1,3380.52,0.244,659.58,45,5
54.2,3383.68,0.206,660.12,49,5
54.3,3386.57,0.184,661.27,46,5
54.4,3391.63,0.255,661.99,45,5
54.5,3395.79,0.23,662.91,45,5
54.6,3400.57,0.211,663.9,49,5
54.7,3404.45,0.216,664.81,49,5
54.8,3409.33,0.193,665.49,49,5
54.9,3413.75,0.222,666.53,49,5
55.0,3417.2,0.215,667.11,47,5
55.1,3422.33,0.232,668.09,46,5
55.2,3428.2,0.172,668.77,49,5
55.3,3431.78,0.234,669.77,47,5
55.4,3436.03,0.208,670.93,45,5
55.5,3441.01,0.174,672.0,45,5
55.6,3445.96,0.22,672.77,45,5
55.7,3449.33,0.156,673.85,49,5
55.8,3453.29,0.223,674.78,45,5
55.9,3458.41,0.153,675.46,47,5
56.0,3461.72,0.228,676.6,48,5
56.1,3465.71,0.188,677.26,49,5
56.2,3471.16,0.172,678.34,47,5
56.3,3475.95,0.201,678.85,49,5
56.4,3479.65,0.182,679.35,47,5
56.5,3485.09,0.221,680.43,49,5
56.6,3491.0,0.202,681.21,47,5
56.7,3494.61,0.162,681.94,47,5
56.8,3499.84,0.22,682.69,48,5
56.9,3504.34,0.186,683.67,47,5
57.0,3509.91,0.166,684.69,45,5
57.1,3514.26,0.146,685.59,45,5
57.2,3518.74,0.14,686.75,45,5
57.3,3522.76,0.157,687.88,47,5
57.4,3528.0,0.192,688.69,46,5
57.5,3533.9,0.147,689.34,48,5
57.6,3537.02,0.206,689.83,49,5
57.7,3541.14,0.164,690.43,46,5
57.8,3544.86,0.176,691.14,45,5
57.9,3547.93,0.141,692.03,45,5
58.0,3553.18,0.213,692.77,47,5
58.1,3556.64,0.147,693.35,49,5
58.2,3560.33,0.171,694.32,49,5
58.3,3566.14,0.162,694.84,45,5
58.4,3571.59,0.14,695.35,46,5
58.5,3576.24,0.158,696.35,45,5
58.6,3579.59,0.138,696.99,47,5
58.7,3585.54,0.19,697.93,45,5
58.8,3591.46,0.158,698.48,48,5
58.9,3596.62,0.162,699.1,47,5
59.0,3602.37,0.155,700.09,48,5
59.1,3605.7,0.119,701.1,45,5
59.2,3610.99,0.19,701.77,46,5
59.3,3614.63,0.139,702.8,46,5
59.4,3620.37,0.172,703.45,45,5
59.5,3624.88,0.193,704.49,45,5
59.6,3628.69,0.165,705.31,49,5
59.7,3634.0,0.168,706.23,45,5
59.8,3637.24,0.127,706.8,45,5
59.9,3641.3,0.152,707.95,45,5
60.0,3645.1,0.139,708.94,46,5
60.1,3650.53,0.132,709.8,46,5
60.2,3655.23,0.173,710.68,47,5
60.3,3660.33,0.114,711.57,46,5
60.4,3664.84,0.138,712.04,47,5
60.5,3670.59,0.119,712.96,45,5
60.6,3675.64,0.148,713.43,45,5
60.7,3681.38,0.166,713.97,48,5
60.8,3684.77,0.178,714.83,46,5
60.9,3689.23,0.135,715.98,46,5
61.0,3693.6,0.108,717.02,49,5
61.1,3696.97,0.117,718.17,49,5
61.2,3700.63,0.096,718.83,46,5
61.3,3703.98,0.156,719.47,46,5
61.4,3709.14,0.156,720.51,49,5
61.5,3713.52,0.157,720.97,48,5
61.6,3719.21,0.163,721.81,48,5
61.7,3722.71,0.148,722.63,49,5
61.8,3727.76,0.161,723.52,49,5
61.9,3733.84,0.145,724.56,45,5
62.0,3737.71,0.15,725.56,48,5
62.1,3743.18,0.137,726.42,46,5
62.2,3747.18,0.111,727.3,49,5
62.3,3751.5,0.117,727.82,47,5
62.4,3756.79,0.165,728.31,46,5
62.5,3761.84,0.126,729.07,46,5
62.6,3765.9,0.131,729.47,45,5
62.7,3771.54,0.167,729.87,46,5
62.8,3774.84,0.111,730.79,49,5
62.9,3779.92,0.088,731.56,47,5
63.0,3783.71,0.133,732.39,48,5
63.1,3787.08,0.136,733.17,46,5
63.2,3792.57,0.104,734.28,49,5
63.3,3797.12,0.139,735.17,48,5
63.4,3801.6,0.082,736.07,47,5
63.5,3805.31,0.159,737.11,49,5
63.6,3809.84,0.121,737.94,47,5
63.7,3815.88,0.118,738.35,47,5
63.8,3820.01,0.079,739.43,47,5
63.9,3824.53,0.079,740.3,47,5
64.0,3828.57,0.128,740.94,49,5
64.1,3832.3,0.088,742.12,45,5
64.2,3836.09,0.081,742.97,48,5
64.3,3840.1,0.138,743.98,49,5
64.4,3845.82,0.154,744.55,49,5
64.5,3850.79,0.081,745.69,46,5
64.6,3854.58,0.081,746.56,48,5
64.7,3858.63,0.075,747.33,49,5
64.8,3864.38,0.123,747.74,45,5
64.9,3867.6,0.104,748.28,48,5
65.0,3873.24,0.087,748.9,46,5
65.1,3876.83,0.071,749.61,46,5
65.2,3882.62,0.144,750.58,45,5
65.3,3887.89,0.104,751.67,48,5
65.4,3893.83,0.121,752.33,45,5
65.5,3897.03,0.146,753.18,48,5
65.6,3902.58,0.143,754.14,45,5
65.7,3906.2,0.074,755.01,46,5
65.8,3910.11,0.092,755.95,45,5
65.9,3913.87,0.159,756.82,45,5
66.0,3918.87,0.117,757.68,47,5
66.1,3924.16,0.114,758.77,47,5
66.2,3930.03,0.15,759.43,46,5
66.3,3933.67,0.125,760.49,45,5
